,index,date,close,high,low,open,candle_size
5822,5822,2015-05-12 13:50:00+05:30,8158.5,8163.2,8154.4,8159.6,-1.1000000000003638
5823,5823,2015-05-12 13:55:00+05:30,8147.4,8158.65,8147.4,8157.55,-10.150000000000546
5824,5824,2015-05-12 14:00:00+05:30,8139.05,8148.3,8131.35,8147.35,-8.300000000000182
5830,5830,2015-05-12 14:30:00+05:30,8141.4,8151.25,8140.15,8147.4,-6.0
5831,5831,2015-05-12 14:35:00+05:30,8147.7,8149.7,8141.15,8141.15,6.550000000000182
5832,5832,2015-05-12 14:40:00+05:30,8142.1,8151.5,8136.85,8147.8,-5.699999999999818
5833,5833,2015-05-12 14:45:00+05:30,8139.65,8143.0,8132.65,8141.7,-2.050000000000182
5834,5834,2015-05-12 14:50:00+05:30,8142.35,8145.25,8134.95,8139.55,2.800000000000182
5835,5835,2015-05-12 14:55:00+05:30,8141.15,8147.45,8140.1,8143.2,-2.050000000000182
5836,5836,2015-05-12 15:00:00+05:30,8127.15,8142.85,8125.8,8140.85,-13.700000000000728
5837,5837,2015-05-12 15:05:00+05:30,8122.05,8129.75,8119.55,8126.55,-4.5
5838,5838,2015-05-12 15:10:00+05:30,8119.25,8125.2,8115.45,8122.5,-3.25
5839,5839,2015-05-12 15:15:00+05:30,8123.35,8129.55,8116.3,8118.6,4.75
5840,5840,2015-05-12 15:20:00+05:30,8136.15,8136.55,8124.05,8124.05,12.099999999999454
5841,5841,2015-05-12 15:25:00+05:30,8125.0,8137.1,8124.25,8136.0,-11.0
5842,5842,2015-05-13 09:15:00+05:30,8223.8,8227.45,8157.8,8181.55,42.24999999999909
5851,5851,2015-05-13 10:00:00+05:30,8242.2,8254.55,8242.0,8247.45,-5.25
5852,5852,2015-05-13 10:05:00+05:30,8247.65,8247.65,8238.2,8241.65,6.0
5853,5853,2015-05-13 10:10:00+05:30,8243.9,8249.8,8242.55,8247.7,-3.8000000000010914
5854,5854,2015-05-13 10:15:00+05:30,8246.35,8248.15,8243.35,8244.15,2.2000000000007276
5855,5855,2015-05-13 10:20:00+05:30,8235.25,8250.95,8235.0,8246.3,-11.049999999999272
5869,5869,2015-05-13 11:30:00+05:30,8131.9,8146.65,8126.75,8137.25,-5.350000000000364
5870,5870,2015-05-13 11:35:00+05:30,8144.55,8146.8,8128.7,8130.95,13.600000000000364
5871,5871,2015-05-13 11:40:00+05:30,8132.4,8146.0,8132.1,8143.4,-11.0
5872,5872,2015-05-13 11:45:00+05:30,8129.2,8132.35,8124.05,8132.3,-3.100000000000364
5873,5873,2015-05-13 11:50:00+05:30,8128.0,8134.15,8127.15,8130.0,-2.0
5874,5874,2015-05-13 11:55:00+05:30,8119.7,8129.35,8118.0,8127.25,-7.550000000000182
5875,5875,2015-05-13 12:00:00+05:30,8133.35,8134.4,8118.45,8119.45,13.900000000000546
5876,5876,2015-05-13 12:05:00+05:30,8123.2,8136.3,8118.65,8133.5,-10.300000000000182
5877,5877,2015-05-13 12:10:00+05:30,8127.95,8128.35,8120.45,8120.95,7.0
5878,5878,2015-05-13 12:15:00+05:30,8141.8,8142.0,8126.1,8127.9,13.900000000000546
5930,5930,2015-05-14 10:20:00+05:30,8208.95,8214.95,8205.2,8212.35,-3.399999999999636
5931,5931,2015-05-14 10:25:00+05:30,8222.25,8222.45,8207.1,8208.5,13.75
5932,5932,2015-05-14 10:30:00+05:30,8212.95,8222.2,8209.25,8222.2,-9.25
5933,5933,2015-05-14 10:35:00+05:30,8205.75,8214.75,8205.35,8213.15,-7.399999999999636
5934,5934,2015-05-14 10:40:00+05:30,8185.65,8204.95,8178.0,8204.95,-19.30000000000109
5944,5944,2015-05-14 11:30:00+05:30,8181.65,8185.65,8178.5,8183.65,-2.0
5945,5945,2015-05-14 11:35:00+05:30,8183.75,8183.75,8179.35,8181.3,2.449999999999818
5946,5946,2015-05-14 11:40:00+05:30,8185.75,8186.4,8178.6,8183.35,2.399999999999636
5947,5947,2015-05-14 11:45:00+05:30,8195.25,8196.55,8185.4,8185.55,9.699999999999818
5948,5948,2015-05-14 11:50:00+05:30,8191.15,8196.65,8189.85,8195.8,-4.649999999999636
5955,5955,2015-05-14 12:25:00+05:30,8187.1,8189.8,8182.75,8188.55,-1.449999999999818
5956,5956,2015-05-14 12:30:00+05:30,8191.65,8193.7,8186.4,8186.4,5.25
5957,5957,2015-05-14 12:35:00+05:30,8185.3,8192.5,8179.95,8191.1,-5.800000000000182
5958,5958,2015-05-14 12:40:00+05:30,8168.1,8186.15,8167.95,8185.15,-17.049999999999272
5959,5959,2015-05-14 12:45:00+05:30,8179.45,8181.15,8168.25,8170.2,9.25
5968,5968,2015-05-14 13:30:00+05:30,8191.85,8200.95,8188.8,8193.65,-1.7999999999992724
5969,5969,2015-05-14 13:35:00+05:30,8196.6,8196.85,8189.9,8191.45,5.150000000000546
5970,5970,2015-05-14 13:40:00+05:30,8203.2,8203.9,8196.5,8196.75,6.450000000000728
5971,5971,2015-05-14 13:45:00+05:30,8189.05,8202.2,8188.7,8202.2,-13.150000000000546
5972,5972,2015-05-14 13:50:00+05:30,8192.3,8194.6,8189.4,8189.4,2.899999999999636
5977,5977,2015-05-14 14:15:00+05:30,8198.2,8204.75,8195.95,8201.15,-2.9499999999989086
5978,5978,2015-05-14 14:20:00+05:30,8207.0,8210.5,8197.4,8198.0,9.0
5979,5979,2015-05-14 14:25:00+05:30,8198.35,8211.3,8198.35,8207.85,-9.5
5980,5980,2015-05-14 14:30:00+05:30,8201.55,8205.25,8196.0,8198.6,2.9499999999989086
5981,5981,2015-05-14 14:35:00+05:30,8202.3,8203.0,8196.15,8200.45,1.8499999999985448
6011,6011,2015-05-15 10:50:00+05:30,8233.35,8238.45,8228.3,8234.65,-1.2999999999992724
6012,6012,2015-05-15 10:55:00+05:30,8237.55,8239.8,8230.6,8232.4,5.149999999999636
6013,6013,2015-05-15 11:00:00+05:30,8241.85,8241.85,8234.0,8237.4,4.450000000000728
6014,6014,2015-05-15 11:05:00+05:30,8243.65,8245.25,8239.9,8243.05,0.6000000000003638
6015,6015,2015-05-15 11:10:00+05:30,8240.9,8245.75,8238.05,8243.6,-2.7000000000007276
6024,6024,2015-05-15 11:55:00+05:30,8253.9,8257.9,8251.9,8256.0,-2.100000000000364
6025,6025,2015-05-15 12:00:00+05:30,8256.25,8257.7,8252.55,8252.55,3.7000000000007276
6026,6026,2015-05-15 12:05:00+05:30,8260.9,8263.2,8255.35,8256.45,4.449999999998909
6027,6027,2015-05-15 12:10:00+05:30,8258.6,8264.5,8256.55,8261.45,-2.850000000000364
6028,6028,2015-05-15 12:15:00+05:30,8266.7,8272.4,8257.5,8258.8,7.900000000001455
6047,6047,2015-05-15 13:50:00+05:30,8259.2,8259.55,8253.55,8259.35,-0.1499999999996362
6048,6048,2015-05-15 13:55:00+05:30,8262.5,8267.9,8258.85,8258.85,3.649999999999636
6049,6049,2015-05-15 14:00:00+05:30,8264.3,8268.35,8260.95,8262.7,1.5999999999985448
6050,6050,2015-05-15 14:05:00+05:30,8263.7,8270.25,8262.2,8263.65,0.050000000001091394
6051,6051,2015-05-15 14:10:00+05:30,8257.55,8265.8,8255.35,8263.1,-5.550000000001091
6058,6058,2015-05-15 14:45:00+05:30,8242.95,8259.6,8240.05,8255.05,-12.099999999998545
6059,6059,2015-05-15 14:50:00+05:30,8256.3,8258.0,8242.75,8242.75,13.549999999999272
6060,6060,2015-05-15 14:55:00+05:30,8257.0,8262.4,8255.2,8256.6,0.3999999999996362
6061,6061,2015-05-15 15:00:00+05:30,8267.1,8273.65,8257.9,8257.9,9.200000000000728
6062,6062,2015-05-15 15:05:00+05:30,8263.9,8271.0,8263.2,8267.25,-3.350000000000364
6068,6068,2015-05-18 09:20:00+05:30,8284.45,8289.95,8275.75,8285.7,-1.25
6069,6069,2015-05-18 09:25:00+05:30,8305.75,8314.35,8284.05,8284.15,21.600000000000364
6070,6070,2015-05-18 09:30:00+05:30,8307.4,8310.45,8301.6,8306.65,0.75
6071,6071,2015-05-18 09:35:00+05:30,8303.0,8308.85,8300.5,8307.1,-4.100000000000364
6072,6072,2015-05-18 09:40:00+05:30,8302.7,8304.4,8299.25,8303.65,-0.9499999999989086
6115,6115,2015-05-18 13:15:00+05:30,8303.55,8306.45,8302.0,8304.4,-0.8500000000003638
6116,6116,2015-05-18 13:20:00+05:30,8304.8,8306.3,8302.45,8303.4,1.3999999999996362
6117,6117,2015-05-18 13:25:00+05:30,8308.6,8309.05,8303.45,8305.3,3.3000000000010914
6118,6118,2015-05-18 13:30:00+05:30,8309.0,8310.85,8306.5,8308.65,0.3500000000003638
6119,6119,2015-05-18 13:35:00+05:30,8315.55,8317.9,8308.7,8309.1,6.449999999998909
6134,6134,2015-05-18 14:50:00+05:30,8337.5,8341.1,8334.5,8339.0,-1.5
6135,6135,2015-05-18 14:55:00+05:30,8342.25,8342.55,8334.8,8337.3,4.950000000000728
6136,6136,2015-05-18 15:00:00+05:30,8364.65,8364.65,8343.45,8343.45,21.19999999999891
6137,6137,2015-05-18 15:05:00+05:30,8373.3,8375.1,8363.8,8365.45,7.849999999998545
6138,6138,2015-05-18 15:10:00+05:30,8375.15,8384.35,8373.55,8373.65,1.5
6151,6151,2015-05-19 10:00:00+05:30,8344.95,8348.45,8342.4,8345.0,-0.049999999999272404
6152,6152,2015-05-19 10:05:00+05:30,8350.3,8350.3,8344.85,8344.9,5.399999999999636
6153,6153,2015-05-19 10:10:00+05:30,8357.8,8358.1,8349.5,8350.35,7.449999999998909
6154,6154,2015-05-19 10:15:00+05:30,8354.45,8359.9,8351.8,8357.85,-3.399999999999636
6155,6155,2015-05-19 10:20:00+05:30,8356.1,8358.4,8353.55,8354.9,1.2000000000007276
6183,6183,2015-05-19 12:40:00+05:30,8400.8,8405.55,8400.0,8404.35,-3.5500000000010914
6184,6184,2015-05-19 12:45:00+05:30,8404.6,8406.6,8399.6,8400.75,3.850000000000364
6185,6185,2015-05-19 12:50:00+05:30,8408.55,8410.85,8404.5,8405.9,2.649999999999636
6186,6186,2015-05-19 12:55:00+05:30,8404.45,8409.7,8404.45,8409.4,-4.949999999998909
6187,6187,2015-05-19 13:00:00+05:30,8402.7,8405.2,8401.35,8405.05,-2.349999999998545
6235,6235,2015-05-20 10:45:00+05:30,8423.65,8424.5,8419.35,8423.7,-0.050000000001091394
6236,6236,2015-05-20 10:50:00+05:30,8424.55,8424.95,8420.6,8423.35,1.1999999999989086
6237,6237,2015-05-20 10:55:00+05:30,8429.25,8429.25,8422.7,8424.4,4.850000000000364
6238,6238,2015-05-20 11:00:00+05:30,8431.2,8435.1,8429.1,8429.25,1.9500000000007276
6239,6239,2015-05-20 11:05:00+05:30,8434.6,8435.4,8429.0,8431.6,3.0
6241,6241,2015-05-20 11:15:00+05:30,8434.7,8438.45,8434.25,8435.7,-1.0
6242,6242,2015-05-20 11:20:00+05:30,8436.15,8437.35,8431.4,8434.4,1.75
6243,6243,2015-05-20 11:25:00+05:30,8424.2,8440.1,8423.9,8436.1,-11.899999999999636
6244,6244,2015-05-20 11:30:00+05:30,8426.4,8428.6,8423.2,8425.2,1.1999999999989086
6245,6245,2015-05-20 11:35:00+05:30,8423.35,8426.55,8420.2,8426.45,-3.100000000000364
6274,6274,2015-05-20 14:00:00+05:30,8415.3,8419.85,8413.35,8418.0,-2.7000000000007276
6275,6275,2015-05-20 14:05:00+05:30,8424.2,8426.8,8415.2,8415.25,8.950000000000728
6276,6276,2015-05-20 14:10:00+05:30,8419.65,8424.55,8418.75,8424.5,-4.850000000000364
6277,6277,2015-05-20 14:15:00+05:30,8416.7,8421.15,8416.55,8419.35,-2.649999999999636
6278,6278,2015-05-20 14:20:00+05:30,8421.8,8424.65,8416.55,8416.7,5.099999999998545
6292,6292,2015-05-21 09:15:00+05:30,8429.95,8436.7,8409.7,8434.5,-4.549999999999272
6293,6293,2015-05-21 09:20:00+05:30,8436.05,8436.8,8423.8,8429.75,6.299999999999272
6294,6294,2015-05-21 09:25:00+05:30,8428.45,8442.2,8425.6,8436.1,-7.649999999999636
6295,6295,2015-05-21 09:30:00+05:30,8411.9,8427.25,8406.75,8426.95,-15.050000000001091
6296,6296,2015-05-21 09:35:00+05:30,8408.1,8416.05,8405.5,8411.7,-3.600000000000364
6297,6297,2015-05-21 09:40:00+05:30,8414.85,8416.2,8402.25,8408.0,6.850000000000364
6298,6298,2015-05-21 09:45:00+05:30,8419.9,8422.75,8413.55,8414.65,5.25
6299,6299,2015-05-21 09:50:00+05:30,8419.5,8423.05,8419.1,8420.25,-0.75
6300,6300,2015-05-21 09:55:00+05:30,8416.2,8419.3,8411.8,8419.3,-3.099999999998545
6356,6356,2015-05-21 14:35:00+05:30,8416.3,8418.5,8412.25,8417.4,-1.1000000000003638
6357,6357,2015-05-21 14:40:00+05:30,8422.35,8424.35,8414.5,8416.25,6.100000000000364
6358,6358,2015-05-21 14:45:00+05:30,8418.4,8425.4,8418.4,8422.5,-4.100000000000364
6359,6359,2015-05-21 14:50:00+05:30,8416.5,8419.85,8416.15,8418.5,-2.0
6360,6360,2015-05-21 14:55:00+05:30,8410.75,8416.6,8405.75,8416.35,-5.600000000000364
6391,6391,2015-05-22 11:15:00+05:30,8462.3,8465.85,8462.0,8462.65,-0.3500000000003638
6392,6392,2015-05-22 11:20:00+05:30,8462.8,8465.1,8461.1,8462.0,0.7999999999992724
6393,6393,2015-05-22 11:25:00+05:30,8469.35,8470.0,8462.3,8462.3,7.050000000001091
6394,6394,2015-05-22 11:30:00+05:30,8470.15,8474.1,8468.6,8469.35,0.7999999999992724
6395,6395,2015-05-22 11:35:00+05:30,8467.1,8469.95,8466.25,8469.95,-2.850000000000364
6396,6396,2015-05-22 11:40:00+05:30,8464.9,8467.7,8462.9,8466.7,-1.8000000000010914
6397,6397,2015-05-22 11:45:00+05:30,8468.0,8468.15,8464.25,8464.7,3.2999999999992724
6398,6398,2015-05-22 11:50:00+05:30,8470.9,8471.25,8467.45,8468.1,2.7999999999992724
6399,6399,2015-05-22 11:55:00+05:30,8472.05,8474.5,8470.25,8470.7,1.3499999999985448
6400,6400,2015-05-22 12:00:00+05:30,8473.55,8474.75,8471.0,8471.4,2.149999999999636
6403,6403,2015-05-22 12:15:00+05:30,8475.0,8478.1,8474.3,8478.0,-3.0
6404,6404,2015-05-22 12:20:00+05:30,8478.1,8478.1,8472.65,8474.65,3.4500000000007276
6405,6405,2015-05-22 12:25:00+05:30,8477.5,8480.35,8476.95,8477.6,-0.1000000000003638
6406,6406,2015-05-22 12:30:00+05:30,8470.25,8477.45,8467.95,8477.3,-7.049999999999272
6407,6407,2015-05-22 12:35:00+05:30,8463.1,8472.55,8461.8,8469.9,-6.799999999999272
6426,6426,2015-05-22 14:10:00+05:30,8460.05,8460.55,8450.75,8460.5,-0.4500000000007276
6427,6427,2015-05-22 14:15:00+05:30,8463.9,8465.5,8456.65,8459.65,4.25
6428,6428,2015-05-22 14:20:00+05:30,8455.65,8463.45,8455.65,8463.1,-7.450000000000728
6429,6429,2015-05-22 14:25:00+05:30,8459.5,8461.6,8454.95,8455.8,3.7000000000007276
6430,6430,2015-05-22 14:30:00+05:30,8459.6,8464.55,8458.1,8459.5,0.1000000000003638
6452,6452,2015-05-25 10:05:00+05:30,8425.15,8427.85,8422.15,8426.2,-1.0500000000010914
6453,6453,2015-05-25 10:10:00+05:30,8429.1,8429.4,8424.25,8424.95,4.149999999999636
6454,6454,2015-05-25 10:15:00+05:30,8432.65,8433.75,8428.15,8429.4,3.25
6455,6455,2015-05-25 10:20:00+05:30,8438.05,8438.65,8433.65,8433.8,4.25
6456,6456,2015-05-25 10:25:00+05:30,8431.1,8437.8,8430.5,8437.8,-6.699999999998909
6502,6502,2015-05-25 14:15:00+05:30,8384.35,8387.7,8383.45,8386.6,-2.25
6503,6503,2015-05-25 14:20:00+05:30,8389.15,8389.15,8383.55,8384.1,5.049999999999272
6504,6504,2015-05-25 14:25:00+05:30,8395.9,8395.9,8388.65,8389.05,6.850000000000364
6505,6505,2015-05-25 14:30:00+05:30,8394.7,8399.8,8393.45,8396.7,-2.0
6506,6506,2015-05-25 14:35:00+05:30,8388.6,8397.05,8388.35,8395.15,-6.549999999999272
6535,6535,2015-05-26 10:45:00+05:30,8350.85,8355.2,8350.0,8352.85,-2.0
6536,6536,2015-05-26 10:50:00+05:30,8359.55,8359.55,8350.1,8350.1,9.449999999998909
6537,6537,2015-05-26 10:55:00+05:30,8354.35,8358.95,8353.25,8358.35,-4.0
6538,6538,2015-05-26 11:00:00+05:30,8354.5,8357.5,8352.95,8354.2,0.2999999999992724
6539,6539,2015-05-26 11:05:00+05:30,8354.65,8354.75,8349.5,8354.55,0.1000000000003638
6558,6558,2015-05-26 12:40:00+05:30,8350.95,8354.2,8350.9,8352.5,-1.5499999999992724
6559,6559,2015-05-26 12:45:00+05:30,8355.25,8355.3,8349.95,8349.95,5.299999999999272
6560,6560,2015-05-26 12:50:00+05:30,8355.4,8358.45,8354.85,8355.3,0.1000000000003638
6561,6561,2015-05-26 12:55:00+05:30,8349.35,8356.55,8347.9,8355.45,-6.100000000000364
6562,6562,2015-05-26 13:00:00+05:30,8349.85,8352.2,8346.05,8350.55,-0.6999999999989086
6574,6574,2015-05-26 14:00:00+05:30,8324.85,8329.1,8324.1,8327.75,-2.899999999999636
6575,6575,2015-05-26 14:05:00+05:30,8328.85,8329.3,8322.1,8324.5,4.350000000000364
6576,6576,2015-05-26 14:10:00+05:30,8329.85,8335.35,8328.4,8328.65,1.2000000000007276
6577,6577,2015-05-26 14:15:00+05:30,8331.0,8334.15,8327.75,8330.25,0.75
6578,6578,2015-05-26 14:20:00+05:30,8333.45,8333.95,8329.4,8331.05,2.400000000001455
6582,6582,2015-05-26 14:40:00+05:30,8325.65,8326.75,8323.6,8326.5,-0.8500000000003638
6583,6583,2015-05-26 14:45:00+05:30,8331.55,8333.7,8325.4,8325.5,6.049999999999272
6584,6584,2015-05-26 14:50:00+05:30,8330.3,8332.05,8327.45,8331.75,-1.4500000000007276
6585,6585,2015-05-26 14:55:00+05:30,8335.8,8336.9,8330.4,8330.55,5.25
6586,6586,2015-05-26 15:00:00+05:30,8333.2,8337.45,8332.9,8335.15,-1.9499999999989086
6594,6594,2015-05-27 09:25:00+05:30,8283.35,8291.7,8279.5,8285.45,-2.100000000000364
6595,6595,2015-05-27 09:30:00+05:30,8294.05,8294.65,8282.35,8282.9,11.149999999999636
6596,6596,2015-05-27 09:35:00+05:30,8294.45,8294.45,8288.15,8294.1,0.3500000000003638
6597,6597,2015-05-27 09:40:00+05:30,8293.65,8295.75,8290.05,8294.8,-1.1499999999996362
6598,6598,2015-05-27 09:45:00+05:30,8312.8,8313.4,8293.9,8294.15,18.649999999999636
6630,6630,2015-05-27 12:25:00+05:30,8310.75,8311.65,8308.05,8310.9,-0.1499999999996362
6631,6631,2015-05-27 12:30:00+05:30,8316.45,8316.45,8310.2,8310.45,6.0
6632,6632,2015-05-27 12:35:00+05:30,8314.25,8317.35,8313.5,8316.4,-2.149999999999636
6633,6633,2015-05-27 12:40:00+05:30,8311.3,8314.7,8310.9,8314.25,-2.9500000000007276
6634,6634,2015-05-27 12:45:00+05:30,8310.45,8313.25,8309.85,8311.1,-0.6499999999996362
6635,6635,2015-05-27 12:50:00+05:30,8316.35,8321.3,8309.3,8310.4,5.950000000000728
6636,6636,2015-05-27 12:55:00+05:30,8322.4,8323.9,8316.4,8317.25,5.149999999999636
6637,6637,2015-05-27 13:00:00+05:30,8328.35,8329.7,8321.4,8322.1,6.25
6638,6638,2015-05-27 13:05:00+05:30,8329.1,8331.9,8327.0,8328.65,0.4500000000007276
6651,6651,2015-05-27 14:10:00+05:30,8311.6,8312.8,8308.15,8312.55,-0.9499999999989086
6652,6652,2015-05-27 14:15:00+05:30,8321.1,8323.9,8311.05,8311.5,9.600000000000364
6653,6653,2015-05-27 14:20:00+05:30,8318.4,8320.75,8317.2,8320.75,-2.350000000000364
6654,6654,2015-05-27 14:25:00+05:30,8317.25,8319.15,8315.4,8318.3,-1.0499999999992724
6655,6655,2015-05-27 14:30:00+05:30,8319.5,8322.0,8317.95,8317.95,1.5499999999992724
6663,6663,2015-05-27 15:10:00+05:30,8329.55,8332.25,8326.05,8329.7,-0.1500000000014552
6664,6664,2015-05-27 15:15:00+05:30,8334.75,8335.15,8328.45,8329.45,5.299999999999272
6665,6665,2015-05-27 15:20:00+05:30,8338.7,8342.6,8334.5,8335.1,3.600000000000364
6666,6666,2015-05-27 15:25:00+05:30,8337.1,8342.4,8334.0,8338.9,-1.7999999999992724
6667,6667,2015-05-28 09:15:00+05:30,8361.9,8362.85,8345.2,8345.7,16.19999999999891
6693,6693,2015-05-28 11:25:00+05:30,8313.2,8316.3,8310.5,8315.7,-2.5
6694,6694,2015-05-28 11:30:00+05:30,8318.7,8320.05,8312.0,8313.1,5.600000000000364
6695,6695,2015-05-28 11:35:00+05:30,8314.85,8319.0,8313.25,8318.85,-4.0
6696,6696,2015-05-28 11:40:00+05:30,8315.5,8317.25,8313.6,8314.9,0.6000000000003638
6697,6697,2015-05-28 11:45:00+05:30,8318.65,8318.65,8311.05,8315.55,3.100000000000364
6717,6717,2015-05-28 13:25:00+05:30,8277.8,8280.45,8272.4,8279.4,-1.6000000000003638
6718,6718,2015-05-28 13:30:00+05:30,8282.45,8282.9,8276.55,8277.0,5.450000000000728
6719,6719,2015-05-28 13:35:00+05:30,8276.7,8285.3,8275.75,8282.45,-5.75
6720,6720,2015-05-28 13:40:00+05:30,8276.3,8278.85,8273.3,8277.05,-0.75
6721,6721,2015-05-28 13:45:00+05:30,8282.55,8283.15,8275.55,8276.55,6.0
6722,6722,2015-05-28 13:50:00+05:30,8281.4,8284.35,8277.3,8282.35,-0.9500000000007276
6723,6723,2015-05-28 13:55:00+05:30,8285.85,8287.2,8279.7,8281.3,4.550000000001091
6724,6724,2015-05-28 14:00:00+05:30,8290.75,8293.0,8285.65,8285.9,4.850000000000364
6725,6725,2015-05-28 14:05:00+05:30,8284.9,8290.7,8280.55,8290.7,-5.800000000001091
6726,6726,2015-05-28 14:10:00+05:30,8288.05,8289.8,8284.85,8284.85,3.1999999999989086
6742,6742,2015-05-29 09:15:00+05:30,8322.35,8327.1,8306.7,8327.1,-4.75
6743,6743,2015-05-29 09:20:00+05:30,8352.45,8353.1,8322.05,8322.15,30.30000000000109
6744,6744,2015-05-29 09:25:00+05:30,8344.4,8357.7,8343.25,8351.7,-7.300000000001091
6745,6745,2015-05-29 09:30:00+05:30,8353.1,8354.8,8344.3,8344.65,8.450000000000728
6746,6746,2015-05-29 09:35:00+05:30,8354.0,8360.55,8352.5,8352.9,1.1000000000003638
6757,6757,2015-05-29 10:30:00+05:30,8393.7,8397.7,8388.2,8396.55,-2.849999999998545
6758,6758,2015-05-29 10:35:00+05:30,8399.45,8401.3,8392.55,8393.4,6.050000000001091
6759,6759,2015-05-29 10:40:00+05:30,8398.15,8401.55,8397.4,8400.05,-1.8999999999996362
6760,6760,2015-05-29 10:45:00+05:30,8399.2,8402.1,8395.65,8397.6,1.6000000000003638
6761,6761,2015-05-29 10:50:00+05:30,8397.7,8399.3,8396.2,8398.45,-0.75
6767,6767,2015-05-29 11:20:00+05:30,8406.7,8408.8,8403.5,8407.5,-0.7999999999992724
6768,6768,2015-05-29 11:25:00+05:30,8407.7,8409.6,8405.35,8406.6,1.1000000000003638
6769,6769,2015-05-29 11:30:00+05:30,8410.9,8411.25,8406.95,8407.3,3.600000000000364
6770,6770,2015-05-29 11:35:00+05:30,8414.5,8415.8,8408.8,8410.8,3.7000000000007276
6771,6771,2015-05-29 11:40:00+05:30,8416.4,8420.5,8412.7,8414.35,2.0499999999992724
6775,6775,2015-05-29 12:00:00+05:30,8410.5,8413.55,8409.2,8411.15,-0.6499999999996362
6776,6776,2015-05-29 12:05:00+05:30,8413.45,8414.25,8408.9,8410.45,3.0
6777,6777,2015-05-29 12:10:00+05:30,8410.75,8413.95,8410.1,8413.35,-2.600000000000364
6778,6778,2015-05-29 12:15:00+05:30,8409.55,8412.05,8409.0,8410.65,-1.1000000000003638
6779,6779,2015-05-29 12:20:00+05:30,8410.3,8411.55,8405.75,8409.6,0.6999999999989086
6783,6783,2015-05-29 12:40:00+05:30,8403.8,8409.1,8402.85,8407.75,-3.9500000000007276
6784,6784,2015-05-29 12:45:00+05:30,8409.4,8412.15,8402.25,8403.45,5.949999999998909
6785,6785,2015-05-29 12:50:00+05:30,8412.0,8413.4,8405.9,8409.6,2.399999999999636
6786,6786,2015-05-29 12:55:00+05:30,8416.3,8419.45,8411.25,8411.45,4.849999999998545
6787,6787,2015-05-29 13:00:00+05:30,8417.8,8417.8,8412.15,8415.3,2.5
6793,6793,2015-05-29 13:30:00+05:30,8377.15,8383.15,8369.05,8381.35,-4.200000000000728
6794,6794,2015-05-29 13:35:00+05:30,8387.2,8387.2,8372.15,8376.95,10.25
6795,6795,2015-05-29 13:40:00+05:30,8381.9,8386.8,8377.65,8386.7,-4.800000000001091
6796,6796,2015-05-29 13:45:00+05:30,8378.9,8382.4,8373.75,8381.35,-2.4500000000007276
6797,6797,2015-05-29 13:50:00+05:30,8380.8,8386.65,8375.15,8378.75,2.0499999999992724
6807,6807,2015-05-29 14:40:00+05:30,8414.35,8420.45,8410.05,8419.3,-4.949999999998909
6808,6808,2015-05-29 14:45:00+05:30,8424.0,8427.2,8413.45,8414.2,9.799999999999272
6809,6809,2015-05-29 14:50:00+05:30,8438.85,8438.85,8423.2,8424.35,14.5
6810,6810,2015-05-29 14:55:00+05:30,8438.8,8443.45,8435.25,8439.7,-0.9000000000014552
6811,6811,2015-05-29 15:00:00+05:30,8433.8,8440.35,8429.9,8438.7,-4.900000000001455
6814,6814,2015-05-29 15:15:00+05:30,8428.35,8435.8,8424.5,8431.2,-2.850000000000364
6815,6815,2015-05-29 15:20:00+05:30,8436.1,8439.05,8427.45,8428.2,7.899999999999636
6816,6816,2015-05-29 15:25:00+05:30,8432.95,8442.4,8430.45,8437.0,-4.049999999999272
6817,6817,2015-06-01 09:15:00+05:30,8442.75,8448.75,8406.25,8417.25,25.5
6818,6818,2015-06-01 09:20:00+05:30,8435.4,8444.8,8427.85,8441.7,-6.300000000001091
6819,6819,2015-06-01 09:25:00+05:30,8430.7,8444.7,8428.8,8435.4,-4.699999999998909
6820,6820,2015-06-01 09:30:00+05:30,8436.35,8436.35,8426.45,8430.55,5.800000000001091
6821,6821,2015-06-01 09:35:00+05:30,8437.9,8439.8,8428.35,8436.2,1.6999999999989086
6822,6822,2015-06-01 09:40:00+05:30,8425.35,8438.45,8424.05,8437.65,-12.299999999999272
6823,6823,2015-06-01 09:45:00+05:30,8427.5,8429.35,8423.9,8425.3,2.2000000000007276
6825,6825,2015-06-01 09:55:00+05:30,8430.5,8433.5,8426.7,8433.5,-3.0
6826,6826,2015-06-01 10:00:00+05:30,8441.25,8441.25,8429.8,8430.25,11.0
6827,6827,2015-06-01 10:05:00+05:30,8439.75,8443.35,8436.6,8441.05,-1.2999999999992724
6828,6828,2015-06-01 10:10:00+05:30,8434.8,8442.4,8432.25,8440.0,-5.200000000000728
6829,6829,2015-06-01 10:15:00+05:30,8433.1,8437.35,8432.45,8434.05,-0.9499999999989086
6841,6841,2015-06-01 11:15:00+05:30,8456.85,8461.7,8455.9,8461.35,-4.5
6842,6842,2015-06-01 11:20:00+05:30,8464.35,8464.7,8456.4,8456.65,7.700000000000728
6843,6843,2015-06-01 11:25:00+05:30,8465.6,8465.7,8459.85,8464.35,1.25
6844,6844,2015-06-01 11:30:00+05:30,8459.95,8467.05,8459.15,8465.75,-5.799999999999272
6845,6845,2015-06-01 11:35:00+05:30,8456.0,8460.4,8453.85,8459.2,-3.2000000000007276
