,index,date,close,high,low,open,candle_size
67391,67391,2018-11-15 11:15:00+05:30,10598.45,10605.9,10594.05,10598.5,-0.049999999999272404
67392,67392,2018-11-15 11:20:00+05:30,10604.8,10606.95,10596.55,10598.25,6.549999999999272
67393,67393,2018-11-15 11:25:00+05:30,10612.0,10612.2,10604.4,10604.8,7.200000000000728
67394,67394,2018-11-15 11:30:00+05:30,10613.55,10614.0,10610.45,10611.95,1.5999999999985448
67395,67395,2018-11-15 11:35:00+05:30,10618.85,10623.0,10611.35,10613.4,5.450000000000728
67399,67399,2018-11-15 11:55:00+05:30,10613.55,10617.1,10612.1,10616.65,-3.100000000000364
67400,67400,2018-11-15 12:00:00+05:30,10616.7,10618.3,10607.15,10613.5,3.2000000000007276
67401,67401,2018-11-15 12:05:00+05:30,10618.25,10619.85,10613.45,10616.5,1.75
67402,67402,2018-11-15 12:10:00+05:30,10617.9,10623.9,10617.9,10618.65,-0.75
67403,67403,2018-11-15 12:15:00+05:30,10614.65,10618.25,10612.55,10618.05,-3.399999999999636
67404,67404,2018-11-15 12:20:00+05:30,10609.85,10615.05,10607.95,10614.8,-4.949999999998909
67405,67405,2018-11-15 12:25:00+05:30,10618.95,10618.95,10609.7,10609.7,9.25
67406,67406,2018-11-15 12:30:00+05:30,10613.8,10619.5,10613.8,10618.5,-4.700000000000728
67407,67407,2018-11-15 12:35:00+05:30,10613.75,10618.7,10611.15,10613.7,0.049999999999272404
67408,67408,2018-11-15 12:40:00+05:30,10610.3,10616.95,10606.15,10613.8,-3.5
67414,67414,2018-11-15 13:10:00+05:30,10639.05,10641.15,10633.35,10640.1,-1.0500000000010914
67415,67415,2018-11-15 13:15:00+05:30,10640.95,10646.5,10638.95,10638.95,2.0
67416,67416,2018-11-15 13:20:00+05:30,10628.4,10641.45,10627.0,10640.8,-12.399999999999636
67417,67417,2018-11-15 13:25:00+05:30,10620.15,10629.5,10619.4,10628.3,-8.149999999999636
67418,67418,2018-11-15 13:30:00+05:30,10631.3,10631.85,10619.4,10620.8,10.5
67452,67452,2018-11-16 10:05:00+05:30,10677.6,10686.9,10676.25,10679.05,-1.4499999999989086
67453,67453,2018-11-16 10:10:00+05:30,10679.15,10680.25,10672.9,10677.5,1.6499999999996362
67454,67454,2018-11-16 10:15:00+05:30,10684.0,10685.9,10679.2,10679.25,4.75
67455,67455,2018-11-16 10:20:00+05:30,10684.45,10686.05,10678.1,10683.2,1.25
67456,67456,2018-11-16 10:25:00+05:30,10687.8,10689.1,10683.0,10684.5,3.2999999999992724
67462,67462,2018-11-16 10:55:00+05:30,10658.65,10673.95,10658.4,10668.35,-9.700000000000728
67463,67463,2018-11-16 11:00:00+05:30,10670.0,10670.65,10656.9,10658.35,11.649999999999636
67464,67464,2018-11-16 11:05:00+05:30,10663.85,10671.45,10660.4,10670.0,-6.149999999999636
67465,67465,2018-11-16 11:10:00+05:30,10670.85,10673.4,10662.55,10663.75,7.100000000000364
67466,67466,2018-11-16 11:15:00+05:30,10672.25,10675.8,10669.55,10670.45,1.7999999999992724
67467,67467,2018-11-16 11:20:00+05:30,10663.05,10675.25,10661.55,10672.1,-9.050000000001091
67468,67468,2018-11-16 11:25:00+05:30,10661.0,10662.85,10653.0,10662.55,-1.5499999999992724
67470,67470,2018-11-16 11:35:00+05:30,10648.2,10659.15,10642.7,10654.5,-6.299999999999272
67471,67471,2018-11-16 11:40:00+05:30,10657.45,10657.45,10647.15,10648.0,9.450000000000728
67472,67472,2018-11-16 11:45:00+05:30,10655.75,10662.25,10651.55,10657.7,-1.9500000000007276
67473,67473,2018-11-16 11:50:00+05:30,10665.0,10665.0,10654.15,10656.15,8.850000000000364
67474,67474,2018-11-16 11:55:00+05:30,10664.8,10669.05,10660.4,10665.1,-0.3000000000010914
67476,67476,2018-11-16 12:05:00+05:30,10662.55,10668.2,10660.35,10666.05,-3.5
67477,67477,2018-11-16 12:10:00+05:30,10668.75,10668.75,10657.45,10662.25,6.5
67478,67478,2018-11-16 12:15:00+05:30,10673.3,10677.5,10668.15,10668.15,5.149999999999636
67479,67479,2018-11-16 12:20:00+05:30,10676.15,10678.7,10666.55,10673.85,2.2999999999992724
67480,67480,2018-11-16 12:25:00+05:30,10678.0,10681.45,10674.7,10676.5,1.5
67500,67500,2018-11-16 14:05:00+05:30,10656.95,10660.85,10653.05,10659.0,-2.0499999999992724
67501,67501,2018-11-16 14:10:00+05:30,10665.0,10666.75,10654.7,10656.65,8.350000000000364
67502,67502,2018-11-16 14:15:00+05:30,10665.1,10670.55,10665.05,10665.05,0.050000000001091394
67503,67503,2018-11-16 14:20:00+05:30,10662.65,10666.6,10659.55,10665.3,-2.649999999999636
67504,67504,2018-11-16 14:25:00+05:30,10657.9,10664.25,10657.1,10662.7,-4.800000000001091
67509,67509,2018-11-16 14:50:00+05:30,10641.7,10648.1,10636.9,10644.3,-2.599999999998545
67510,67510,2018-11-16 14:55:00+05:30,10655.8,10657.45,10640.35,10641.55,14.25
67511,67511,2018-11-16 15:00:00+05:30,10669.5,10675.4,10654.45,10655.2,14.299999999999272
67512,67512,2018-11-16 15:05:00+05:30,10682.8,10687.75,10669.95,10670.05,12.75
67513,67513,2018-11-16 15:10:00+05:30,10682.75,10688.25,10682.4,10683.35,-0.6000000000003638
67514,67514,2018-11-16 15:15:00+05:30,10689.0,10689.05,10678.8,10682.3,6.700000000000728
67515,67515,2018-11-16 15:20:00+05:30,10688.8,10689.5,10683.4,10688.6,0.1999999999989086
67516,67516,2018-11-16 15:25:00+05:30,10680.85,10690.0,10677.85,10689.0,-8.149999999999636
67517,67517,2018-11-19 09:15:00+05:30,10717.1,10731.25,10713.7,10731.25,-14.149999999999636
67533,67533,2018-11-19 10:35:00+05:30,10692.1,10703.6,10692.1,10697.3,-5.199999999998909
67534,67534,2018-11-19 10:40:00+05:30,10698.05,10698.8,10689.25,10691.95,6.099999999998545
67535,67535,2018-11-19 10:45:00+05:30,10700.5,10702.35,10693.7,10698.15,2.350000000000364
67536,67536,2018-11-19 10:50:00+05:30,10700.2,10702.55,10698.25,10700.2,0.0
67537,67537,2018-11-19 10:55:00+05:30,10701.25,10702.7,10695.5,10700.75,0.5
67570,67570,2018-11-19 13:40:00+05:30,10720.55,10726.4,10718.5,10722.4,-1.8500000000003638
67571,67571,2018-11-19 13:45:00+05:30,10725.35,10725.7,10720.5,10720.5,4.850000000000364
67572,67572,2018-11-19 13:50:00+05:30,10720.55,10728.25,10719.8,10725.15,-4.600000000000364
67573,67573,2018-11-19 13:55:00+05:30,10724.2,10726.85,10720.95,10720.95,3.25
67574,67574,2018-11-19 14:00:00+05:30,10733.45,10734.9,10724.3,10724.3,9.150000000001455
67595,67595,2018-11-20 09:30:00+05:30,10719.85,10720.4,10711.15,10720.05,-0.1999999999989086
67596,67596,2018-11-20 09:35:00+05:30,10721.8,10722.5,10714.9,10719.7,2.099999999998545
67597,67597,2018-11-20 09:40:00+05:30,10730.2,10730.8,10721.45,10721.75,8.450000000000728
67598,67598,2018-11-20 09:45:00+05:30,10730.35,10731.4,10721.0,10730.8,-0.4499999999989086
67599,67599,2018-11-20 09:50:00+05:30,10730.75,10734.85,10727.6,10730.9,-0.1499999999996362
67639,67639,2018-11-20 13:10:00+05:30,10695.05,10701.35,10686.6,10701.3,-6.25
67640,67640,2018-11-20 13:15:00+05:30,10706.2,10706.2,10694.85,10694.85,11.350000000000364
67641,67641,2018-11-20 13:20:00+05:30,10704.3,10706.35,10699.3,10706.05,-1.75
67642,67642,2018-11-20 13:25:00+05:30,10699.85,10704.65,10697.7,10704.3,-4.449999999998909
67643,67643,2018-11-20 13:30:00+05:30,10691.6,10700.5,10690.5,10699.4,-7.799999999999272
67701,67701,2018-11-21 12:05:00+05:30,10576.0,10578.55,10572.65,10577.55,-1.5499999999992724
67702,67702,2018-11-21 12:10:00+05:30,10585.35,10585.35,10575.9,10575.9,9.450000000000728
67703,67703,2018-11-21 12:15:00+05:30,10594.65,10595.2,10581.2,10584.95,9.699999999998909
67704,67704,2018-11-21 12:20:00+05:30,10591.4,10597.9,10589.85,10594.7,-3.3000000000010914
67705,67705,2018-11-21 12:25:00+05:30,10604.35,10605.45,10591.65,10591.75,12.600000000000364
67711,67711,2018-11-21 12:55:00+05:30,10584.55,10593.5,10581.5,10591.2,-6.650000000001455
67712,67712,2018-11-21 13:00:00+05:30,10592.35,10592.65,10581.8,10584.4,7.950000000000728
67713,67713,2018-11-21 13:05:00+05:30,10591.2,10592.2,10586.4,10592.2,-1.0
67714,67714,2018-11-21 13:10:00+05:30,10582.5,10591.4,10581.95,10591.1,-8.600000000000364
67715,67715,2018-11-21 13:15:00+05:30,10584.9,10585.4,10577.45,10582.45,2.4499999999989086
67719,67719,2018-11-21 13:35:00+05:30,10581.25,10583.55,10577.5,10582.85,-1.6000000000003638
67720,67720,2018-11-21 13:40:00+05:30,10593.7,10595.1,10580.75,10581.2,12.5
67721,67721,2018-11-21 13:45:00+05:30,10595.45,10599.15,10593.35,10594.0,1.4500000000007276
67722,67722,2018-11-21 13:50:00+05:30,10607.45,10607.45,10594.65,10595.65,11.800000000001091
67723,67723,2018-11-21 13:55:00+05:30,10602.95,10608.1,10599.55,10607.3,-4.349999999998545
67753,67753,2018-11-22 10:10:00+05:30,10625.3,10633.0,10624.5,10632.3,-7.0
67754,67754,2018-11-22 10:15:00+05:30,10633.75,10633.75,10624.6,10625.2,8.549999999999272
67755,67755,2018-11-22 10:20:00+05:30,10640.25,10641.6,10633.3,10633.3,6.950000000000728
67756,67756,2018-11-22 10:25:00+05:30,10634.35,10640.8,10634.0,10640.0,-5.649999999999636
67757,67757,2018-11-22 10:30:00+05:30,10637.8,10640.3,10632.65,10634.1,3.6999999999989086
67777,67777,2018-11-22 12:10:00+05:30,10614.6,10617.3,10612.95,10615.15,-0.5499999999992724
67778,67778,2018-11-22 12:15:00+05:30,10617.1,10617.6,10612.6,10614.45,2.649999999999636
67779,67779,2018-11-22 12:20:00+05:30,10622.25,10623.0,10616.9,10616.9,5.350000000000364
67780,67780,2018-11-22 12:25:00+05:30,10621.0,10624.55,10620.4,10622.2,-1.2000000000007276
67781,67781,2018-11-22 12:30:00+05:30,10628.7,10628.7,10619.05,10620.75,7.950000000000728
67782,67782,2018-11-22 12:35:00+05:30,10626.45,10631.9,10625.2,10628.3,-1.8499999999985448
67783,67783,2018-11-22 12:40:00+05:30,10618.85,10626.7,10618.85,10626.45,-7.600000000000364
67784,67784,2018-11-22 12:45:00+05:30,10610.65,10620.05,10610.2,10618.85,-8.200000000000728
67798,67798,2018-11-22 13:55:00+05:30,10568.65,10577.7,10568.2,10574.05,-5.399999999999636
67799,67799,2018-11-22 14:00:00+05:30,10574.25,10574.8,10567.5,10568.15,6.100000000000364
67800,67800,2018-11-22 14:05:00+05:30,10578.55,10582.55,10573.6,10574.7,3.849999999998545
67801,67801,2018-11-22 14:10:00+05:30,10570.95,10579.75,10570.95,10579.0,-8.049999999999272
67802,67802,2018-11-22 14:15:00+05:30,10581.7,10581.7,10566.6,10569.85,11.850000000000364
67803,67803,2018-11-22 14:20:00+05:30,10572.2,10584.0,10572.2,10581.8,-9.599999999998545
67804,67804,2018-11-22 14:25:00+05:30,10569.45,10573.8,10568.4,10572.15,-2.6999999999989086
67805,67805,2018-11-22 14:30:00+05:30,10562.4,10569.95,10558.05,10569.6,-7.200000000000728
67832,67832,2018-11-26 10:30:00+05:30,10513.45,10518.7,10511.8,10516.35,-2.899999999999636
67833,67833,2018-11-26 10:35:00+05:30,10524.0,10526.1,10512.4,10513.2,10.799999999999272
67834,67834,2018-11-26 10:40:00+05:30,10526.5,10530.1,10521.75,10524.0,2.5
67835,67835,2018-11-26 10:45:00+05:30,10529.75,10530.95,10523.1,10526.2,3.5499999999992724
67836,67836,2018-11-26 10:50:00+05:30,10529.95,10533.35,10527.95,10529.35,0.6000000000003638
67882,67882,2018-11-26 14:40:00+05:30,10619.95,10625.35,10618.1,10623.25,-3.2999999999992724
67883,67883,2018-11-26 14:45:00+05:30,10634.7,10634.8,10619.5,10619.5,15.200000000000728
67884,67884,2018-11-26 14:50:00+05:30,10632.05,10636.25,10630.0,10634.45,-2.400000000001455
67885,67885,2018-11-26 14:55:00+05:30,10623.25,10632.95,10621.7,10632.7,-9.450000000000728
67886,67886,2018-11-26 15:00:00+05:30,10618.7,10625.05,10614.0,10622.85,-4.149999999999636
67887,67887,2018-11-26 15:05:00+05:30,10630.1,10630.65,10616.75,10618.55,11.550000000001091
67888,67888,2018-11-26 15:10:00+05:30,10635.7,10636.9,10627.35,10629.95,5.75
67889,67889,2018-11-26 15:15:00+05:30,10629.55,10636.2,10628.3,10635.6,-6.050000000001091
67890,67890,2018-11-26 15:20:00+05:30,10629.6,10631.45,10626.45,10628.5,1.1000000000003638
67894,67894,2018-11-27 09:25:00+05:30,10609.7,10619.2,10609.3,10618.7,-9.0
67895,67895,2018-11-27 09:30:00+05:30,10627.7,10627.7,10608.7,10609.5,18.200000000000728
67896,67896,2018-11-27 09:35:00+05:30,10622.55,10635.65,10622.5,10627.25,-4.700000000000728
67897,67897,2018-11-27 09:40:00+05:30,10625.45,10631.4,10620.85,10622.6,2.850000000000364
67898,67898,2018-11-27 09:45:00+05:30,10612.6,10625.3,10612.6,10625.3,-12.699999999998909
67936,67936,2018-11-27 12:55:00+05:30,10606.5,10611.3,10598.45,10610.75,-4.25
67937,67937,2018-11-27 13:00:00+05:30,10647.5,10653.2,10604.55,10606.15,41.350000000000364
67938,67938,2018-11-27 13:05:00+05:30,10648.4,10650.95,10641.65,10647.0,1.3999999999996362
67939,67939,2018-11-27 13:10:00+05:30,10645.8,10656.85,10643.9,10648.55,-2.75
67940,67940,2018-11-27 13:15:00+05:30,10663.45,10663.85,10645.9,10646.25,17.200000000000728
67944,67944,2018-11-27 13:35:00+05:30,10660.8,10667.4,10659.7,10663.7,-2.900000000001455
67945,67945,2018-11-27 13:40:00+05:30,10667.4,10667.55,10658.65,10660.75,6.649999999999636
67946,67946,2018-11-27 13:45:00+05:30,10662.45,10676.7,10662.45,10667.2,-4.75
67947,67947,2018-11-27 13:50:00+05:30,10661.4,10665.55,10651.85,10662.55,-1.1499999999996362
67948,67948,2018-11-27 13:55:00+05:30,10661.5,10664.8,10659.55,10661.25,0.25
67952,67952,2018-11-27 14:15:00+05:30,10646.3,10655.5,10644.95,10647.05,-0.75
67953,67953,2018-11-27 14:20:00+05:30,10647.65,10652.25,10643.3,10646.05,1.6000000000003638
67954,67954,2018-11-27 14:25:00+05:30,10655.7,10657.05,10647.5,10647.5,8.200000000000728
67955,67955,2018-11-27 14:30:00+05:30,10651.1,10658.2,10650.25,10655.85,-4.75
67956,67956,2018-11-27 14:35:00+05:30,10668.45,10668.5,10650.5,10650.75,17.700000000000728
67957,67957,2018-11-27 14:40:00+05:30,10673.8,10677.05,10668.25,10668.85,4.949999999998909
67958,67958,2018-11-27 14:45:00+05:30,10681.2,10683.15,10673.1,10673.15,8.050000000001091
67959,67959,2018-11-27 14:50:00+05:30,10685.5,10688.85,10677.55,10681.15,4.350000000000364
67977,67977,2018-11-28 10:05:00+05:30,10730.05,10736.25,10729.5,10734.5,-4.450000000000728
67978,67978,2018-11-28 10:10:00+05:30,10736.2,10738.65,10729.15,10729.6,6.600000000000364
67979,67979,2018-11-28 10:15:00+05:30,10735.6,10742.4,10732.55,10736.15,-0.5499999999992724
67980,67980,2018-11-28 10:20:00+05:30,10726.9,10735.55,10726.85,10735.4,-8.5
67981,67981,2018-11-28 10:25:00+05:30,10719.65,10727.9,10719.2,10727.25,-7.600000000000364
68035,68035,2018-11-28 14:55:00+05:30,10735.85,10738.95,10732.05,10738.95,-3.100000000000364
68036,68036,2018-11-28 15:00:00+05:30,10741.85,10744.25,10734.9,10735.45,6.399999999999636
68037,68037,2018-11-28 15:05:00+05:30,10727.35,10743.55,10727.2,10741.8,-14.449999999998909
68038,68038,2018-11-28 15:10:00+05:30,10730.25,10734.0,10727.2,10727.3,2.9500000000007276
68039,68039,2018-11-28 15:15:00+05:30,10725.25,10731.4,10725.25,10730.05,-4.799999999999272
68045,68045,2018-11-29 09:30:00+05:30,10795.35,10798.65,10792.75,10795.9,-0.5499999999992724
68046,68046,2018-11-29 09:35:00+05:30,10804.4,10807.9,10793.95,10795.0,9.399999999999636
68047,68047,2018-11-29 09:40:00+05:30,10806.25,10808.1,10803.75,10804.35,1.8999999999996362
68048,68048,2018-11-29 09:45:00+05:30,10811.25,10813.55,10806.4,10806.4,4.850000000000364
68049,68049,2018-11-29 09:50:00+05:30,10806.35,10811.9,10805.1,10811.85,-5.5
68087,68087,2018-11-29 13:00:00+05:30,10833.1,10839.55,10833.0,10838.45,-5.350000000000364
68088,68088,2018-11-29 13:05:00+05:30,10840.5,10840.95,10831.4,10832.8,7.700000000000728
68089,68089,2018-11-29 13:10:00+05:30,10843.65,10847.1,10840.3,10840.3,3.350000000000364
68090,68090,2018-11-29 13:15:00+05:30,10836.25,10845.2,10836.2,10843.4,-7.149999999999636
68091,68091,2018-11-29 13:20:00+05:30,10843.6,10844.4,10836.0,10836.0,7.600000000000364
68092,68092,2018-11-29 13:25:00+05:30,10834.2,10843.45,10833.7,10843.45,-9.25
68093,68093,2018-11-29 13:30:00+05:30,10838.45,10839.8,10833.7,10833.7,4.75
68094,68094,2018-11-29 13:35:00+05:30,10832.45,10839.4,10829.55,10838.05,-5.599999999998545
68100,68100,2018-11-29 14:05:00+05:30,10859.8,10863.5,10855.7,10862.65,-2.850000000000364
68101,68101,2018-11-29 14:10:00+05:30,10876.6,10880.2,10859.2,10859.2,17.399999999999636
68102,68102,2018-11-29 14:15:00+05:30,10873.85,10879.5,10871.95,10876.7,-2.850000000000364
68103,68103,2018-11-29 14:20:00+05:30,10873.7,10879.05,10870.9,10874.2,-0.5
68104,68104,2018-11-29 14:25:00+05:30,10871.3,10873.9,10865.0,10873.75,-2.4500000000007276
68108,68108,2018-11-29 14:45:00+05:30,10866.95,10869.9,10863.75,10868.15,-1.1999999999989086
68109,68109,2018-11-29 14:50:00+05:30,10873.1,10875.15,10866.75,10866.8,6.300000000001091
68110,68110,2018-11-29 14:55:00+05:30,10877.4,10878.2,10870.05,10872.9,4.5
68111,68111,2018-11-29 15:00:00+05:30,10860.3,10879.05,10857.05,10878.7,-18.400000000001455
68112,68112,2018-11-29 15:05:00+05:30,10850.55,10861.55,10847.8,10860.15,-9.600000000000364
68119,68119,2018-11-30 09:25:00+05:30,10900.35,10912.25,10899.7,10910.0,-9.649999999999636
68120,68120,2018-11-30 09:30:00+05:30,10914.9,10914.9,10899.75,10899.75,15.149999999999636
68121,68121,2018-11-30 09:35:00+05:30,10911.0,10915.0,10908.35,10914.3,-3.2999999999992724
68122,68122,2018-11-30 09:40:00+05:30,10917.35,10922.3,10908.55,10911.45,5.899999999999636
68123,68123,2018-11-30 09:45:00+05:30,10905.05,10918.1,10903.1,10917.6,-12.550000000001091
68131,68131,2018-11-30 10:25:00+05:30,10896.5,10901.7,10891.3,10901.2,-4.700000000000728
68132,68132,2018-11-30 10:30:00+05:30,10902.55,10904.3,10894.55,10896.35,6.199999999998909
68133,68133,2018-11-30 10:35:00+05:30,10905.45,10908.5,10900.85,10902.65,2.8000000000010914
68134,68134,2018-11-30 10:40:00+05:30,10898.2,10906.75,10897.9,10905.55,-7.349999999998545
68135,68135,2018-11-30 10:45:00+05:30,10901.15,10901.45,10895.6,10897.45,3.6999999999989086
68173,68173,2018-11-30 13:55:00+05:30,10849.15,10855.95,10846.3,10850.95,-1.8000000000010914
68174,68174,2018-11-30 14:00:00+05:30,10851.3,10851.9,10847.4,10848.9,2.399999999999636
68175,68175,2018-11-30 14:05:00+05:30,10853.55,10855.15,10845.85,10851.3,2.25
68176,68176,2018-11-30 14:10:00+05:30,10852.45,10856.45,10849.05,10852.85,-0.3999999999996362
68177,68177,2018-11-30 14:15:00+05:30,10839.05,10855.65,10838.8,10851.95,-12.900000000001455
68179,68179,2018-11-30 14:25:00+05:30,10839.2,10846.8,10839.2,10841.85,-2.649999999999636
68180,68180,2018-11-30 14:30:00+05:30,10852.55,10852.6,10836.4,10838.9,13.649999999999636
68181,68181,2018-11-30 14:35:00+05:30,10869.2,10869.65,10852.55,10852.95,16.25
68182,68182,2018-11-30 14:40:00+05:30,10871.05,10876.95,10867.75,10870.15,0.8999999999996362
68183,68183,2018-11-30 14:45:00+05:30,10866.25,10875.55,10865.0,10871.3,-5.049999999999272
68223,68223,2018-12-03 11:50:00+05:30,10863.2,10868.7,10856.5,10863.95,-0.75
68224,68224,2018-12-03 11:55:00+05:30,10868.9,10869.5,10859.7,10862.4,6.5
68225,68225,2018-12-03 12:00:00+05:30,10862.9,10870.3,10862.25,10868.1,-5.200000000000728
68226,68226,2018-12-03 12:05:00+05:30,10865.9,10869.6,10859.45,10862.75,3.149999999999636
68227,68227,2018-12-03 12:10:00+05:30,10858.15,10865.85,10854.85,10865.85,-7.700000000000728
68230,68230,2018-12-03 12:25:00+05:30,10855.5,10858.65,10852.2,10855.6,-0.1000000000003638
68231,68231,2018-12-03 12:30:00+05:30,10864.65,10865.55,10854.5,10855.0,9.649999999999636
68232,68232,2018-12-03 12:35:00+05:30,10867.05,10869.1,10863.85,10864.35,2.6999999999989086
68233,68233,2018-12-03 12:40:00+05:30,10864.1,10870.4,10863.05,10866.55,-2.4499999999989086
68234,68234,2018-12-03 12:45:00+05:30,10857.55,10863.95,10852.85,10863.95,-6.400000000001455
68237,68237,2018-12-03 13:00:00+05:30,10848.2,10852.55,10846.0,10849.1,-0.8999999999996362
68238,68238,2018-12-03 13:05:00+05:30,10855.85,10856.25,10846.6,10848.15,7.700000000000728
68239,68239,2018-12-03 13:10:00+05:30,10858.9,10859.1,10850.85,10856.1,2.7999999999992724
68240,68240,2018-12-03 13:15:00+05:30,10864.95,10867.6,10857.3,10858.65,6.300000000001091
68241,68241,2018-12-03 13:20:00+05:30,10859.4,10865.75,10856.25,10865.65,-6.25
68242,68242,2018-12-03 13:25:00+05:30,10869.55,10870.35,10859.35,10859.35,10.199999999998909
68243,68243,2018-12-03 13:30:00+05:30,10865.85,10870.15,10862.65,10869.6,-3.75
68244,68244,2018-12-03 13:35:00+05:30,10876.8,10877.25,10865.1,10866.25,10.549999999999272
68245,68245,2018-12-03 13:40:00+05:30,10882.05,10886.7,10876.7,10877.15,4.899999999999636
68254,68254,2018-12-03 14:25:00+05:30,10863.3,10877.65,10860.95,10877.2,-13.900000000001455
68255,68255,2018-12-03 14:30:00+05:30,10882.0,10882.35,10862.85,10863.25,18.75
68256,68256,2018-12-03 14:35:00+05:30,10875.05,10882.95,10872.0,10882.2,-7.150000000001455
68257,68257,2018-12-03 14:40:00+05:30,10864.05,10875.65,10862.5,10875.4,-11.350000000000364
68258,68258,2018-12-03 14:45:00+05:30,10871.0,10871.0,10860.9,10864.45,6.549999999999272
68262,68262,2018-12-03 15:05:00+05:30,10875.7,10880.8,10875.45,10876.25,-0.5499999999992724
68263,68263,2018-12-03 15:10:00+05:30,10886.15,10886.65,10875.2,10875.65,10.5
68264,68264,2018-12-03 15:15:00+05:30,10886.75,10891.95,10884.4,10886.6,0.1499999999996362
68265,68265,2018-12-03 15:20:00+05:30,10883.75,10888.45,10881.85,10886.7,-2.9500000000007276
68266,68266,2018-12-03 15:25:00+05:30,10889.8,10891.05,10882.8,10883.95,5.849999999998545
68291,68291,2018-12-04 11:15:00+05:30,10842.15,10846.15,10838.75,10842.65,-0.5
68292,68292,2018-12-04 11:20:00+05:30,10847.2,10847.5,10839.4,10841.95,5.25
68293,68293,2018-12-04 11:25:00+05:30,10842.7,10848.5,10841.6,10847.1,-4.399999999999636
68294,68294,2018-12-04 11:30:00+05:30,10835.85,10842.95,10835.85,10842.6,-6.75
68295,68295,2018-12-04 11:35:00+05:30,10838.5,10842.95,10833.5,10835.8,2.7000000000007276
68301,68301,2018-12-04 12:05:00+05:30,10855.4,10859.7,10852.95,10858.85,-3.4500000000007276
68302,68302,2018-12-04 12:10:00+05:30,10859.1,10859.85,10854.55,10855.0,4.100000000000364
68303,68303,2018-12-04 12:15:00+05:30,10861.65,10862.25,10858.45,10858.95,2.6999999999989086
68304,68304,2018-12-04 12:20:00+05:30,10866.2,10867.0,10861.7,10861.7,4.5
68305,68305,2018-12-04 12:25:00+05:30,10857.05,10866.35,10854.85,10866.35,-9.300000000001091
68339,68339,2018-12-04 15:15:00+05:30,10868.85,10871.1,10865.25,10870.05,-1.1999999999989086
68340,68340,2018-12-04 15:20:00+05:30,10872.35,10873.2,10868.0,10868.65,3.7000000000007276
68341,68341,2018-12-04 15:25:00+05:30,10869.7,10875.15,10866.65,10872.45,-2.75
68342,68342,2018-12-05 09:15:00+05:30,10803.7,10820.6,10803.2,10820.45,-16.75
68343,68343,2018-12-05 09:20:00+05:30,10806.45,10808.5,10796.05,10803.65,2.8000000000010914
68354,68354,2018-12-05 10:15:00+05:30,10800.2,10802.95,10795.7,10800.65,-0.4499999999989086
68355,68355,2018-12-05 10:20:00+05:30,10804.05,10809.2,10798.65,10799.65,4.399999999999636
68356,68356,2018-12-05 10:25:00+05:30,10801.7,10804.4,10798.75,10803.55,-1.8499999999985448
68357,68357,2018-12-05 10:30:00+05:30,10796.4,10803.6,10794.65,10802.2,-5.800000000001091
68358,68358,2018-12-05 10:35:00+05:30,10796.0,10800.4,10795.7,10796.1,-0.1000000000003638
68359,68359,2018-12-05 10:40:00+05:30,10793.35,10796.2,10790.2,10796.05,-2.6999999999989086
68360,68360,2018-12-05 10:45:00+05:30,10799.0,10799.0,10790.4,10793.15,5.850000000000364
68361,68361,2018-12-05 10:50:00+05:30,10798.95,10800.5,10793.85,10799.05,-0.09999999999854481
68362,68362,2018-12-05 10:55:00+05:30,10794.85,10799.4,10793.55,10799.15,-4.299999999999272
68363,68363,2018-12-05 11:00:00+05:30,10793.8,10797.9,10791.85,10794.5,-0.7000000000007276
68376,68376,2018-12-05 12:05:00+05:30,10791.85,10796.15,10790.7,10793.1,-1.25
68377,68377,2018-12-05 12:10:00+05:30,10795.15,10795.65,10790.2,10791.5,3.649999999999636
68378,68378,2018-12-05 12:15:00+05:30,10797.2,10798.65,10795.1,10795.15,2.0500000000010914
68379,68379,2018-12-05 12:20:00+05:30,10803.0,10803.5,10793.9,10797.3,5.700000000000728
68380,68380,2018-12-05 12:25:00+05:30,10803.6,10809.0,10803.05,10803.55,0.050000000001091394
68414,68414,2018-12-05 15:15:00+05:30,10782.25,10787.4,10778.5,10784.3,-2.0499999999992724
68415,68415,2018-12-05 15:20:00+05:30,10791.25,10792.05,10779.25,10781.75,9.5
68416,68416,2018-12-05 15:25:00+05:30,10790.35,10793.7,10788.8,10791.1,-0.75
68417,68417,2018-12-06 09:15:00+05:30,10710.2,10722.2,10703.25,10718.15,-7.949999999998909
68418,68418,2018-12-06 09:20:00+05:30,10698.5,10711.8,10697.2,10710.0,-11.5
68420,68420,2018-12-06 09:30:00+05:30,10676.8,10690.5,10676.5,10689.2,-12.400000000001455
68421,68421,2018-12-06 09:35:00+05:30,10691.65,10692.4,10674.5,10676.4,15.25
68422,68422,2018-12-06 09:40:00+05:30,10678.6,10693.1,10678.25,10691.85,-13.25
68423,68423,2018-12-06 09:45:00+05:30,10664.35,10678.7,10661.5,10678.7,-14.350000000000364
68424,68424,2018-12-06 09:50:00+05:30,10662.2,10666.4,10657.6,10664.3,-2.099999999998545
68437,68437,2018-12-06 10:55:00+05:30,10645.2,10651.55,10644.95,10648.8,-3.599999999998545
68438,68438,2018-12-06 11:00:00+05:30,10650.15,10650.9,10644.5,10644.6,5.549999999999272
68439,68439,2018-12-06 11:05:00+05:30,10649.25,10652.15,10645.05,10650.2,-0.9500000000007276
