date,0,Percent Change,100
2015-04-29 15:15:00+05:30,-0.88533165,0.88533165,116.1088904
2015-04-30 10:30:00+05:30,-0.007651859,0.007651859,116.1177749
2015-04-30 12:05:00+05:30,-0.003484235,0.003484235,116.1218207
2015-04-30 14:40:00+05:30,-0.061405434,0.061405434,116.1931258
2015-05-05 09:20:00+05:30,-0.041506755,0.041506755,116.2413538
2015-05-05 09:50:00+05:30,-0.044470619,0.044470619,116.2930471
2015-05-05 11:10:00+05:30,0.004855416,-0.004855416,116.2874006
2015-05-05 15:20:00+05:30,-0.144812585,0.144812585,116.4557993
2015-05-06 11:40:00+05:30,-0.074389209,0.074389209,116.5424299
2015-05-06 13:40:00+05:30,-0.011928992,0.011928992,116.5563322
2015-05-06 14:10:00+05:30,-0.186933128,0.186933128,116.7742146
2015-05-07 09:20:00+05:30,0.024041598,-0.024041598,116.7461402
2015-05-07 10:05:00+05:30,-0.079591308,0.079591308,116.83906
2015-05-07 13:35:00+05:30,-0.006202474,0.006202474,116.8463069
2015-05-08 10:20:00+05:30,-0.148146334,0.148146334,117.0194105
2015-05-08 12:35:00+05:30,0.010985188,-0.010985188,117.0065557
2015-05-11 10:00:00+05:30,0.01278052,-0.01278052,116.9916016
2015-05-11 13:10:00+05:30,-0.004877873,0.004877873,116.9973083
2015-05-12 09:35:00+05:30,-0.015830492,0.015830492,117.0158296
2015-05-13 12:45:00+05:30,0.03026128,-0.03026128,116.9804191
2015-05-14 11:20:00+05:30,-0.017719121,0.017719121,117.001147
2015-05-14 15:15:00+05:30,0.059928645,-0.059928645,116.9310298
2015-05-15 10:05:00+05:30,0.004000727,-0.004000727,116.9263517
2015-05-15 14:25:00+05:30,-0.246873241,0.246873241,117.2150116
2015-05-18 09:15:00+05:30,0.027702503,-0.027702503,117.1825401
2015-05-18 10:10:00+05:30,0.009986584,-0.009986584,117.1708375
2015-05-18 11:20:00+05:30,0.008557361,-0.008557361,117.1608108
2015-05-18 12:35:00+05:30,0.014835364,-0.014835364,117.1434296
2015-05-18 14:35:00+05:30,0.001019594,-0.001019594,117.1422352
2015-05-19 09:20:00+05:30,-0.112534512,0.112534512,117.2740606
2015-05-19 09:50:00+05:30,-0.00335474,0.00335474,117.2779949
2015-05-19 10:40:00+05:30,-0.074121895,0.074121895,117.3649235
2015-05-19 12:50:00+05:30,-0.018859057,0.018859057,117.3870574
2015-05-19 13:25:00+05:30,0.001783771,-0.001783771,117.3849635
2015-05-19 14:00:00+05:30,-0.982237768,0.982237768,118.537963
2015-05-20 09:20:00+05:30,0.008967172,-0.008967172,118.5273335
2015-05-20 09:55:00+05:30,-0.112070397,0.112070397,118.6601675
2015-05-20 11:30:00+05:30,0.004570628,-0.004570628,118.654744
2015-05-20 11:55:00+05:30,-0.110404103,0.110404103,118.7857437
2015-05-20 12:30:00+05:30,0.01087984,-0.01087984,118.77282
2015-05-20 14:25:00+05:30,-0.045718493,0.045718493,118.8271212
2015-05-21 09:20:00+05:30,-0.161358257,0.161358257,119.0188585
2015-05-21 10:15:00+05:30,-0.056613668,0.056613668,119.0862395
2015-05-21 11:00:00+05:30,-0.063678726,0.063678726,119.1620721
2015-05-21 11:45:00+05:30,-0.041669395,0.041669395,119.2117262
2015-05-21 13:55:00+05:30,0.038620591,-0.038620591,119.1656859
2015-05-22 12:10:00+05:30,0.002949853,-0.002949853,119.1621707
2015-05-22 14:30:00+05:30,0.012070792,-0.012070792,119.1477869
2015-05-25 09:45:00+05:30,-0.029385225,0.029385225,119.1827987
2015-05-25 11:45:00+05:30,-0.008305697,0.008305697,119.1926977
2015-05-26 10:10:00+05:30,-0.085552923,0.085552923,119.2946705
2015-05-26 12:10:00+05:30,-0.044298645,0.044298645,119.3475165
2015-05-26 12:50:00+05:30,0.005209986,-0.005209986,119.3412985
2015-05-27 09:35:00+05:30,0.046722493,-0.046722493,119.2855392
2015-05-27 10:45:00+05:30,0.005111552,-0.005111552,119.2794419
2015-05-27 11:15:00+05:30,0.006739112,-0.006739112,119.2714035
2015-05-28 10:10:00+05:30,-0.103712674,0.103712674,119.3951031
2015-05-28 11:20:00+05:30,0.001984795,-0.001984795,119.3927333
2015-05-28 12:20:00+05:30,-0.033142713,0.033142713,119.4323033
2015-05-28 14:10:00+05:30,0.012613537,-0.012613537,119.4172387
2015-05-29 12:30:00+05:30,-0.039547317,0.039547317,119.464465
2015-05-29 13:50:00+05:30,0.015397561,-0.015397561,119.4460704
2015-06-01 11:25:00+05:30,-0.040189363,0.040189363,119.494075
2015-06-01 13:05:00+05:30,-0.020642215,0.020642215,119.5187412
2015-06-01 13:40:00+05:30,-0.105342274,0.105342274,119.644645
2015-06-02 10:45:00+05:30,-0.074624638,0.074624638,119.7339294
2015-06-02 13:10:00+05:30,-0.017461464,0.017461464,119.7548367
2015-06-03 11:05:00+05:30,-0.237887025,0.237887025,120.0397179
2015-06-03 12:35:00+05:30,-0.052878821,0.052878821,120.1031935
2015-06-03 13:30:00+05:30,-0.055894059,0.055894059,120.170324
2015-06-03 14:45:00+05:30,0.025881193,-0.025881193,120.1392225
2015-06-04 10:40:00+05:30,0.007072397,-0.007072397,120.1307258
2015-06-04 11:15:00+05:30,0.016584665,-0.016584665,120.1108025
2015-06-04 13:10:00+05:30,-0.079296246,0.079296246,120.2060459
2015-06-05 13:05:00+05:30,-0.006743708,0.006743708,120.2141522
2015-06-05 15:10:00+05:30,-0.016147721,0.016147721,120.2335641
2015-06-08 10:10:00+05:30,0.001734605,-0.001734605,120.2314785
2015-06-08 11:35:00+05:30,-0.044752713,0.044752713,120.2852853
2015-06-09 10:20:00+05:30,0.01366035,-0.01366035,120.2688539
2015-06-09 14:10:00+05:30,-0.106544711,0.106544711,120.396994
2015-06-10 09:30:00+05:30,0.003460764,-0.003460764,120.3928274
2015-06-10 12:50:00+05:30,0.01672695,-0.01672695,120.3726893
2015-06-10 14:45:00+05:30,-0.066973475,0.066973475,120.4533071
2015-06-11 09:50:00+05:30,-0.001229672,0.001229672,120.4547883
2015-06-11 12:40:00+05:30,-0.064052735,0.064052735,120.5319429
2015-06-11 13:45:00+05:30,-0.130279759,0.130279759,120.6889716
2015-06-11 14:55:00+05:30,-0.087818341,0.087818341,120.7949586
2015-06-12 13:00:00+05:30,0.002637081,-0.002637081,120.7917732
2015-06-12 14:10:00+05:30,0.002957407,-0.002957407,120.7882009
2015-06-12 15:00:00+05:30,0.00576582,-0.00576582,120.7812365
2015-06-15 12:10:00+05:30,-0.056824923,0.056824923,120.8498703
2015-06-16 09:50:00+05:30,-0.048233525,0.048233525,120.9081605
2015-06-16 10:50:00+05:30,-0.025659962,0.025659962,120.9391854
2015-06-16 11:50:00+05:30,-0.051999148,0.051999148,121.0020728
2015-06-16 12:20:00+05:30,-0.001440543,0.001440543,121.0038159
2015-06-16 12:45:00+05:30,-0.014417893,0.014417893,121.0212621
2015-06-16 13:15:00+05:30,-0.02787859,0.02787859,121.0550011
2015-06-16 13:45:00+05:30,-0.023226471,0.023226471,121.0831179
2015-06-16 14:55:00+05:30,0.026278754,-0.026278754,121.0512988
2015-06-17 09:30:00+05:30,-0.060748822,0.060748822,121.124836
2015-06-17 11:25:00+05:30,0.001918483,-0.001918483,121.1225122
2015-06-17 14:50:00+05:30,-0.36581085,0.36581085,121.5655915
2015-06-17 15:15:00+05:30,0.045677624,-0.045677624,121.5100633
2015-06-18 09:45:00+05:30,0.001779327,-0.001779327,121.5079012
2015-06-18 12:10:00+05:30,-0.005516768,0.005516768,121.5146045
2015-06-18 13:10:00+05:30,0.001591148,-0.001591148,121.512671
2015-06-19 10:25:00+05:30,0.00486405,-0.00486405,121.5067606
2015-06-19 11:15:00+05:30,-0.032806007,0.032806007,121.5466221
2015-06-19 11:40:00+05:30,0.003040013,-0.003040013,121.5429271
2015-06-19 12:05:00+05:30,-0.075992,0.075992,121.63529
2015-06-19 14:40:00+05:30,-0.121936423,0.121936423,121.7836077
2015-06-22 14:45:00+05:30,0.031718104,-0.031718104,121.7449802
2015-06-23 12:25:00+05:30,0.004357897,-0.004357897,121.7396747
2015-06-24 10:10:00+05:30,-0.129054512,0.129054512,121.8967853
2015-06-24 14:20:00+05:30,-0.007727975,0.007727975,121.9062054
2015-06-24 15:20:00+05:30,0.003477281,-0.003477281,121.9019664
2015-06-25 09:40:00+05:30,0.012567701,-0.012567701,121.8866461
2015-06-25 14:40:00+05:30,0.005116368,-0.005116368,121.88041
2015-06-26 09:45:00+05:30,-0.050797218,0.050797218,121.9423218
2015-06-26 13:35:00+05:30,-0.059623537,0.059623537,122.0150281
2015-06-29 10:45:00+05:30,0.003658537,-0.003658537,122.0105642
2015-06-30 11:40:00+05:30,-0.004801834,0.004801834,122.0164229
2015-07-01 10:15:00+05:30,0.013596233,-0.013596233,121.9998333
2015-07-01 11:20:00+05:30,-0.078835838,0.078835838,122.0960129
2015-07-01 13:35:00+05:30,-0.023691349,0.023691349,122.1249391
2015-07-01 14:55:00+05:30,-0.143654378,0.143654378,122.3003769
2015-07-02 10:05:00+05:30,0.013305264,-0.013305264,122.2841045
2015-07-02 10:45:00+05:30,0.000708939,-0.000708939,122.2832376
2015-07-02 11:15:00+05:30,0.00661239,-0.00661239,122.2751517
2015-07-02 12:00:00+05:30,0.0089347,-0.0089347,122.2642268
2015-07-02 12:50:00+05:30,-0.118696114,0.118696114,122.4093497
2015-07-02 15:05:00+05:30,-0.043222888,0.043222888,122.4622586
2015-07-03 09:50:00+05:30,0.00836751,-0.00836751,122.4520115
2015-07-03 12:15:00+05:30,-0.127887789,0.127887789,122.6086127
2015-07-03 13:15:00+05:30,-0.1038048,0.1038048,122.7358863
2015-07-03 14:15:00+05:30,-0.097932792,0.097932792,122.856085
2015-07-03 15:20:00+05:30,-1.087039776,1.087039776,124.1915795
2015-07-06 10:25:00+05:30,0.002612222,-0.002612222,124.1883353
2015-07-06 12:20:00+05:30,0.019867275,-0.019867275,124.1636625
2015-07-07 10:55:00+05:30,-0.172049555,0.172049555,124.3772855
2015-07-07 12:00:00+05:30,0.028115555,-0.028115555,124.3423162
2015-07-07 13:10:00+05:30,-0.003337393,0.003337393,124.346466
2015-07-08 11:40:00+05:30,-0.150027196,0.150027196,124.5330195
2015-07-08 12:10:00+05:30,-0.028119634,0.028119634,124.5680377
2015-07-08 12:40:00+05:30,-0.007355887,0.007355887,124.5772008
2015-07-08 14:40:00+05:30,-0.19585665,0.19585665,124.8211935
2015-07-08 15:20:00+05:30,0.022801673,-0.022801673,124.7927322
