,0
0,-0.23512704127514916
1,-0.2229475664834615
2,0.06080397890307884
3,-0.040139673993423455
4,0.1219409002169754
5,0.09135366638760004
6,0.029417177821581885
7,0.14743201871235834
8,0.040921682195913876
9,0.07248856391601315
10,0.14561703997808595
11,-0.08043142108373422
12,0.0272146477264713
13,0.09543119440611689
14,0.23557230736407922
15,0.049203290857949576
16,0.1454171562867215
17,0.04558178131264481
18,0.06175795553428157
19,0.06237261929860271
20,-0.0017533196184946614
21,0.3024361572404711
22,0.05411664756097487
23,0.060854139099332835
24,0.056693957296366934
25,0.1170529681028782
26,0.1746355778125163
27,0.14889737801701367
28,-0.01918067046463235
29,-0.08716445983840586
30,0.07783116227869942
31,0.15463033127921794
32,0.06635917868742973
33,0.06083211478706215
34,0.032571242450047305
35,0.0373046863833638
36,-0.04684349132536855
37,-0.036976715959541676
38,-0.0043962776291846875
39,0.06816516419283924
40,0.017572102303658303
41,0.19406237232738044
42,0.08861890197364947
43,-0.0012702283870557787
44,-0.004073251100492344
45,0.11525333258416884
46,0.2275550221204913
47,-0.08597681706543021
48,0.2368661052062784
49,-0.08145548838061827
50,0.07356091181708621
51,0.11637927392850499
52,-0.029992134138421677
53,-0.010318867129737327
54,0.1522976900806184
55,0.001137973610396116
56,-0.012327590848662251
57,-0.003125559404093758
58,0.029165356131875243
59,0.07572862056968047
60,-0.08642598598357518
61,0.13347333966603858
62,0.017120160701241782
63,0.12555323686564396
64,0.06224907625798219
65,0.07438966176643869
66,0.3297201441474412
67,0.25861628217436816
68,0.12129985092925549
69,0.09031599821811233
70,-0.05140122955234096
71,0.1026926344492583
72,0.17304120278968704
73,0.5487708585566238
74,0.12488283137616596
75,0.28106384154016184
76,0.25814498229320854
77,-0.03397044861315525
78,0.2016965428008717
79,0.05001275687711648
80,0.17194763991731984
81,0.31009554959072555
82,0.3160494395735378
83,0.06745085723258769
84,-0.07713888999994285
85,0.12236306175768638
86,0.04367383752197053
87,0.10842962035403889
88,0.10224193850715409
89,-0.020703405284744528
90,0.12419043097895506
91,0.027187611511694028
92,0.025064857087837976
93,0.08615518685349477
94,0.047565118912800367
95,0.04812054302018326
96,-0.029539271758486915
97,0.13046064932857696
98,-0.0056603666785534365
99,0.03364509234024262
100,-0.14965951752485843
101,0.21631084228909114
102,0.06542389586555583
103,-0.04070349202042369
104,0.16874460778508032
105,0.0630364088143858
106,0.022451475160773365
107,-0.08221012455822241
108,-0.07579513657371376
109,0.13762331876955686
110,0.028239401667015725
111,0.19097385951526896
112,0.04379127575748677
113,-0.0002835600395602235
114,-0.01368714605892419
115,0.07530745179037028
116,-0.08169794612505654
117,-0.001144773821316419
118,0.0734746490976735
119,-0.08747460529578772
120,0.2566378236998553
121,-0.026626530675164736
122,0.08717782571255928
123,0.49688296967980217
124,0.42057180858559795
125,-0.07989451688958507
126,0.07684159954148514
127,0.12638603350072464
128,-0.051554190739302376
129,0.3275714745969297
130,0.0005583691154996684
131,0.10101686590987936
132,0.027841275423486543
133,-0.05012754675786167
134,0.03529009561408073
135,0.028681196607514302
136,-0.05165811313127184
137,0.1396787246947874
138,0.09369452297982396
139,-0.001713991887111306
140,-0.010846853841486462
141,0.07299855147972359
142,0.1525152084374578
143,0.13559744535272214
144,0.19593327693048315
145,0.06613850987868497
146,0.03191954275790874
147,0.10534068719813393
148,0.062264539843564386
149,-0.13111134113100367
150,0.0756548807875654
151,0.09772241621931516
152,0.04846828623675181
153,0.057483080861502264
154,0.2876175571135602
155,-0.00921245062701404
156,0.04809445463758706
157,0.21421921335140467
158,0.047592561798661046
159,0.07509575246374631
160,-0.0035938645544222126
161,0.061984720514416496
162,0.019796001492535135
163,-0.0615728440952534
164,0.011721988735450564
165,0.08686091101725209
166,0.11477501237138764
167,-0.15534524981114928
168,0.008857756054470835
169,0.03697212825545226
170,0.07736690270128826
171,-0.0029143813060137553
172,0.2897510417031281
173,0.08662933146657015
174,-0.0005820654008811467
175,0.0013111544278024238
176,0.08020616930074084
177,0.0668814670358426
178,-0.02456398919184901
179,0.1333689567875852
180,0.060308710675517935
181,0.003918233718283485
182,0.16739651253608046
183,0.0377729756320481
184,0.05032720059743043
185,-0.02627546727523834
186,0.07683061144731378
187,-0.08427749850138637
188,0.15381782580187367
189,0.19608257506686705
190,0.008252533527793034
191,0.01651053550657379
192,0.20234635508848886
193,0.1096100377842667
194,0.11115326701682415
195,0.10064376540692327
196,-0.00557317133980265
197,0.08250241092836869
198,0.11294121783151582
199,-0.07247452476795477
200,-0.006112487229263517
201,-0.07335055476793945
202,-0.014420525599317044
203,0.11353275734815896
204,-0.02207569640107632
205,0.3891101333843451
206,0.32548553923465856
207,0.20514647573296274
208,-0.029517038208811294
209,0.043620517257671125
210,0.022517771937729684
211,0.01525794482614733
212,-0.04705284640852735
213,0.0847879073505952
214,0.09492683265136909
215,-0.03152338948738762
216,-0.006726149221091187
217,-0.07334784705074018
218,-0.01530747212701878
219,-0.0014817668588024359
220,-0.008933303952689224
221,0.030089613422953257
222,0.01564982905572653
223,-0.027367993572944265
224,-0.042258634748492944
225,0.11423602782442485
226,0.12055129727589725
227,0.24385171872580505
228,0.19346949205133085
229,0.05278128469950732
230,0.08493150684930843
231,0.06580685119908321
232,0.1339668151136506
233,0.03376728312059251
234,0.07309851902706777
235,0.032435939020441326
236,0.1025075753174534
237,0.08887005460250877
238,0.5402546259493406
239,0.06603171337546526
240,0.030913252888493215
241,-0.02728146940104144
242,0.007655289805231405
243,-0.08782586609462771
244,0.18006068114119558
245,-0.4291659843473304
246,0.09492877633945074
247,0.1371506678170522
248,0.023864129424163914
249,0.36064529164011794
250,-0.05022500178819552
251,0.07536533807174858
252,0.06934112158116293
253,0.05650846330535091
254,0.07003313986489057
255,0.01126475835570176
256,-0.08291372131306725
257,0.12186871402079828
258,0.06096569663469354
259,0.08652430044182287
260,-0.028547135003378493
261,0.9496242754102702
262,-0.009096808233217905
263,-0.06574298792664267
264,-0.03937783028154925
265,-0.029517824810179356
266,0.11663575729985882
267,-0.045487710685941915
268,0.08161434703947529
269,-0.05059433099664293
270,0.07900752582735004
271,0.1117585772436618
272,0.017704364352809615
273,0.1597819268382185
274,0.11256849046708156
275,0.1034127720041973
276,0.3181290862163548
277,0.09164310700082115
278,0.05243865792738622
279,0.09481893885884563
280,-0.13129388194218813
281,-0.000890765434746712
282,-0.05276950989575246
283,-0.010689724798969466
284,0.06868618831537153
285,0.06378191310303946
286,-0.022857648464113495
287,-0.0723843401650363
288,0.09812181641799284
289,0.08294456947818374
290,-0.005685337514554329
291,0.014067475995489694
292,0.06102375798264123
293,0.06551280088610802
294,0.22010985132971445
295,-0.003307892631837025
296,0.028858987771010498
297,0.26823969947551585
298,-0.012626414459061451
299,-0.03653502984700139
300,0.06496289343670401
301,0.15022849123817722
302,0.024787335086076417
303,0.08251904628796483
304,-0.014265420027469581
305,0.10148487615127716
306,-0.0020877885249307765
307,0.17593923340974688
308,0.09428200399659525
309,0.0047430173890724014
310,0.04178644459591188
311,0.05702972637551832
312,0.06501383115635029
313,-0.046999565475719714
314,-0.03783601810171741
315,0.11989949533698545
316,0.135409821971385
317,-0.02278016524855455
318,0.16396038508014807
319,0.14475778275096904
320,-0.0058496996641085675
321,-0.026442337256633783
322,-0.017538839298090622
323,0.05453604308656021
324,0.13947450792657606
325,0.09545838381612912
326,-0.04129557151222366
327,-0.028234826883285238
328,0.2875027181510394
329,0.17465318422953183
330,0.07227258693761042
331,0.05229148769282825
332,0.008705114254627992
333,-0.03335900209818997
334,0.054241092303377744
335,-0.015444874155165383
336,-0.027762354247640203
337,0.07738494816140708
338,-0.0668740914699519
339,0.19250561670830202
340,0.1159567094951201
341,0.2544449330904065
342,-0.17718396453815888
343,-0.05582567419636858
344,-0.021518857068013483
345,0.18292454128153493
346,0.21787323342871118
347,-0.025159733244711584
348,-0.03395367904540632
349,-0.08874728348642891
350,0.22085619443464932
351,-0.049263067880794084
352,-0.0003096157359056564
353,0.06095297029703195
354,-0.05295970416895751
355,0.09252805142092244
356,-0.12240278512467638
357,-0.009481427107701503
358,0.0983853540503079
359,-0.04163083477421916
360,0.08490307659534957
361,0.05289686327681864
362,0.06214318883335361
363,0.17491178887330772
364,0.11605433329721077
365,0.06421528323739303
366,-0.002095526051870525
367,-0.0520577781500983
368,0.15439373236032963
369,-0.020621945934641745
370,0.11734215539324738
371,0.12288513709116955
372,0.07747864685514937
373,-0.05053147218983403
374,0.14073817321252577
375,-0.03636818916229264
376,0.05548561848566677
377,0.0786151579139259
378,0.05465044965173861
379,0.20998046268738474
380,-0.014236341442003158
381,0.007517847369677443
382,0.11302757481778394
383,0.2773863639777922
384,0.045877611725481236
385,0.027136513152982614
386,0.16457948813524678
387,0.06653493195190227
388,0.0420110784769942
389,0.09374418254186999
390,-0.02012251057912263
391,0.03182273557664833
392,0.10781619442042936
393,0.1066938197272824
394,0.14384537735288555
395,0.05318312500184141
396,0.05495479524906502
397,0.05961157188402437
398,0.011185814032885216
399,0.041066288749440925
400,0.09201799463008041
401,0.06736310055471345
402,0.06835280216575833
403,0.1583088572121637
404,-0.15070508450249814
405,0.2411416881264076
406,0.0014944466363103898
407,0.11150998429436187
408,-0.025128333991438958
409,0.12319257607367035
410,-0.001949043019859785
411,-0.005103771687268161
412,0.013281243004987193
413,0.03517729055694484
414,0.04679004059571604
415,0.05412791935826067
416,0.03397070969919916
417,0.06904993798088321
418,0.0587348729996897
419,0.09017894678046047
420,0.043576500968373094
421,0.045331846722606976
422,0.0851935015189475
423,-0.009087631147726247
424,0.07726308189447718
425,-0.002337527246789215
426,0.047704077166805914
427,0.08283863296584482
428,0.11195330196898731
429,0.0015969663446475033
430,0.008857756054491957
431,0.020919772671816318
432,-0.014221819754402105
433,0.08443936325174747
434,-0.013105511012997756
435,-0.04494277092611716
436,0.08544592772971021
437,0.07692799423511265
438,0.007407687145793589
439,0.155635313579567
440,0.2106858096011598
441,0.15116363372725294
442,-0.008106730902845563
443,0.04323768414039164
444,-0.020890152614162043
445,-0.046270563482344304
446,0.02719298245614886
447,0.03760141322330037
448,0.04723561300346581
449,0.03938211229193635
450,-0.009693081783183122
451,0.1345323024075223
452,0.03530216607660458
453,0.07791945542716093
454,-0.11777110114510676
455,0.3245757815171698
456,0.053522185643416625
457,-0.030901087368447495
458,0.02799437779578312
459,0.08927112750018142
460,0.05563809024439553
461,0.1524924630162085
462,0.02777818282563997
463,0.07748747942423183
464,-0.1552103201758941
465,-0.040308146320032656
466,0.038016943029923075
467,0.03121171460241738
468,0.14585967819300016
469,0.008566989501820459
470,0.02552556483492833
471,-0.010273359417882103
472,0.024439505984389147
473,-0.002651543050751875
474,0.061078549094673515
475,-0.04585708075017637
476,0.6708681082732098
477,-0.00014897401596081217
478,0.08110233640266733
479,0.1863279192861507
480,0.23197937961070453
481,0.09340912310526539
482,-0.029820051413875334
483,0.13643537063105904
484,0.07172061379225661
485,0.07338832192715743
486,0.0839382073795091
487,0.02044580684448269
488,0.0017737100693370061
489,0.10409730545567865
490,0.14730341850093615
491,0.0287839872464795
492,-1.50658740503669
493,0.11321543973665571
494,-0.03268923434549769
495,0.08641483512175836
496,0.1831726060423399
497,0.2612907235816741
498,0.23888015660718792
499,-0.09273610417572578
500,0.6247444190786635
501,-0.06378542709262908
502,0.3325308551791566
503,0.0034925956971405756
504,-0.07822337543405128
505,0.15956332044126081
506,-0.03827938892175043
507,-0.03288329591804931
508,-0.07393540876842486
509,-0.05223904081567972
510,-0.04557985433308386
511,0.9154017583509078
512,0.14383580804486046
513,-0.1118065900848373
514,0.102941859924709
515,-0.11266001436105001
516,-0.07308982552147233
517,-0.12188337948235077
518,-0.1152281829449719
519,-0.08590288452843044
520,-0.22472613458528723
521,0.11860557794126018
522,-0.03317066947342026
523,0.2517767740355735
524,-0.15392672832250873
525,-0.19217667399380173
526,-0.01218268904006589
527,0.0632627206978927
528,0.2623815555306117
529,-0.15235479182969713
530,-0.7819387481313941
531,0.19847549932944697
532,-0.016334104303068323
533,0.15287243126875835
534,-0.07021577470860453
535,0.26118535068781085
536,0.022620132573633444
537,0.15561929217150075
538,-0.008204549258472839
539,-0.03697169395221394
540,0.10325174813953783
541,0.254620716211011
542,0.21409781293802946
543,0.19344079510174267
544,-0.015971379288315338
545,0.0486867559040806
546,0.11258522920698971
547,-0.04714239586696334
548,0.14281372951547872
549,-0.01580991959524728
550,-0.10748744119288965
551,0.13478732485671702
552,0.2174988197738532
553,0.08385771074850076
554,0.05810975219312463
555,0.06647918579736586
556,0.05327429563086626
557,0.12939900818011865
558,0.1634237515575595
559,0.11730771666308176
560,0.07876805496681791
561,0.17086634871756184
562,0.06843342727683059
563,0.05789775132605207
564,0.07490176435267651
565,0.1515475793303683
566,-0.02466203585892688
567,0.09875274575056286
568,-0.0136018686153366
569,0.052494024616337565
570,0.22672251469853943
571,0.2316410998181579
572,-0.12213291386112887
573,0.05653916766722282
574,-0.06863987689517892
575,0.07233047843498096
576,-0.02865147077549981
577,0.02933777719827307
578,0.06123382585131869
579,-0.006685705007599999
580,-1.1113924943340368
581,-0.002267030255146312
582,0.05964328543844394
583,0.4104237317708329
584,0.1486457775085858
585,0.10546719115214974
586,-0.15257433655434482
587,0.10134782319749787
588,0.228112973836742
589,0.12525735120777803
590,0.13954520698024772
591,0.10765349555405214
592,-0.015824994181982917
593,0.027132876674098493
594,0.08926523553003825
595,0.03339641545141159
596,0.16306966286582072
597,0.2860584625243372
598,-0.08827482691058741
