Percent Change,Percent Change1,date
-0.000971223,-0.0971223,30-06-2015 09:15
0.001446184,0.1446184,30-06-2015 09:30
-0.000692383,-0.0692383,30-06-2015 09:30
-0.000252595,-0.0252595,01-07-2015 03:45
-0.000426103,-0.0426103,01-07-2015 03:45
-0.000630593,-0.0630593,01-07-2015 04:05
-0.000252145,-0.0252145,01-07-2015 04:20
-0.000207597,-0.0207597,01-07-2015 04:40
-0.000977892,-0.0977892,01-07-2015 04:40
-0.000682899,-0.0682899,01-07-2015 04:40
-0.001373734,-0.1373734,01-07-2015 04:55
-0.000100768,-0.0100768,01-07-2015 04:55
-3.15E-06,-0.000315,01-07-2015 04:55
-0.00010378,-0.010378,01-07-2015 05:15
-7.55E-05,-0.00755,01-07-2015 05:15
-0.002331193,-0.2331193,01-07-2015 05:40
-0.000653172,-0.0653172,01-07-2015 05:40
0.00129977,0.129977,01-07-2015 06:50
-0.000978323,-0.0978323,01-07-2015 06:50
-0.000323803,-0.0323803,01-07-2015 07:15
-9.11E-05,-0.00911,01-07-2015 07:20
-0.0007791,-0.07791,01-07-2015 07:40
-0.000951798,-0.0951798,01-07-2015 08:30
0.001183059,0.1183059,01-07-2015 08:30
0.001097889,0.1097889,01-07-2015 08:55
0.001314243,0.1314243,01-07-2015 09:40
-0.000722031,-0.0722031,01-07-2015 09:40
-0.000296067,-0.0296067,01-07-2015 09:40
-0.00067773,-0.067773,02-07-2015 04:55
0.000617657,0.0617657,02-07-2015 04:55
-0.000218689,-0.0218689,02-07-2015 06:05
-0.000579328,-0.0579328,02-07-2015 06:05
0.00239239,0.239239,02-07-2015 06:05
-0.000464739,-0.0464739,02-07-2015 06:35
0.000112081,0.0112081,03-07-2015 04:00
-0.000483393,-0.0483393,03-07-2015 04:00
-0.00066914,-0.066914,02-07-2015 08:15
-8.64E-05,-0.00864,02-07-2015 09:40
0.002055163,0.2055163,03-07-2015 04:35
0.001454342,0.1454342,03-07-2015 04:35
0.003507167,0.3507167,03-07-2015 04:35
-0.000676586,-0.0676586,03-07-2015 04:35
0.002221378,0.2221378,03-07-2015 04:35
0.001162716,0.1162716,03-07-2015 04:35
0.002219042,0.2219042,03-07-2015 04:35
0.000910853,0.0910853,03-07-2015 07:00
0.004915347,0.4915347,03-07-2015 07:00
0.002637955,0.2637955,03-07-2015 05:55
0.001457474,0.1457474,03-07-2015 05:55
-0.00182327,-0.182327,03-07-2015 07:00
-0.001205332,-0.1205332,03-07-2015 07:00
0.00025882,0.025882,03-07-2015 07:00
0.000396058,0.0396058,03-07-2015 09:45
-0.000962017,-0.0962017,03-07-2015 09:45
0.000785171,0.0785171,03-07-2015 08:30
-0.001213513,-0.1213513,03-07-2015 09:05
-0.000329298,-0.0329298,03-07-2015 09:45
0.00244004,0.244004,06-07-2015 08:55
0.001787581,0.1787581,06-07-2015 08:55
0.002255498,0.2255498,06-07-2015 04:25
-0.001256215,-0.1256215,06-07-2015 05:25
-0.001692337,-0.1692337,06-07-2015 06:10
0.001029542,0.1029542,06-07-2015 06:25
-0.001710231,-0.1710231,06-07-2015 06:25
0.001718399,0.1718399,06-07-2015 07:00
-0.000712321,-0.0712321,06-07-2015 07:30
0.004155206,0.4155206,06-07-2015 07:30
0.002086796,0.2086796,06-07-2015 07:30
0.001462165,0.1462165,06-07-2015 07:30
-0.00035298,-0.035298,06-07-2015 07:30
-0.000699077,-0.0699077,06-07-2015 08:40
-3.59E-05,-0.00359,06-07-2015 08:40
0.000617121,0.0617121,06-07-2015 08:40
-0.000467013,-0.0467013,06-07-2015 09:05
-0.000319639,-0.0319639,06-07-2015 09:05
-0.00021831,-0.021831,06-07-2015 09:20
-0.000566557,-0.0566557,06-07-2015 09:20
-0.000914098,-0.0914098,07-07-2015 03:45
-0.000786383,-0.0786383,07-07-2015 03:45
-0.000496697,-0.0496697,07-07-2015 03:45
-0.001139247,-0.1139247,07-07-2015 03:45
-0.000647019,-0.0647019,07-07-2015 03:45
-0.000686399,-0.0686399,07-07-2015 09:00
0.001292937,0.1292937,07-07-2015 04:40
-0.001256719,-0.1256719,07-07-2015 08:35
-0.001838956,-0.1838956,07-07-2015 08:05
0.002607402,0.2607402,07-07-2015 08:35
0.001536534,0.1536534,07-07-2015 08:35
-0.000896664,-0.0896664,15-07-2015 05:25
0.000164443,0.0164443,08-07-2015 05:20
-0.000473569,-0.0473569,08-07-2015 05:20
0.000591237,0.0591237,08-07-2015 08:00
0.000480985,0.0480985,08-07-2015 08:00
-0.000463699,-0.0463699,08-07-2015 08:20
0.000491592,0.0491592,08-07-2015 09:10
-0.001105022,-0.1105022,09-07-2015 06:05
0.003538841,0.3538841,09-07-2015 06:05
0.001899353,0.1899353,10-07-2015 09:35
0.001432146,0.1432146,10-07-2015 09:35
0.001739175,0.1739175,10-07-2015 05:10
-0.000542012,-0.0542012,10-07-2015 05:10
-0.000202073,-0.0202073,10-07-2015 05:10
0.000112084,0.0112084,10-07-2015 04:40
-0.000848356,-0.0848356,10-07-2015 04:40
-0.000169723,-0.0169723,10-07-2015 07:05
0.000304046,0.0304046,10-07-2015 07:05
-0.00033273,-0.033273,10-07-2015 07:05
-0.000399748,-0.0399748,10-07-2015 07:30
-0.000658332,-0.0658332,10-07-2015 08:30
-0.000721667,-0.0721667,10-07-2015 09:30
0.002164295,0.2164295,10-07-2015 09:30
-0.000457204,-0.0457204,10-07-2015 09:30
0.001351287,0.1351287,13-07-2015 03:50
-0.000121395,-0.0121395,13-07-2015 03:50
-0.000348248,-0.0348248,13-07-2015 06:25
-0.000366989,-0.0366989,13-07-2015 06:25
-0.000421254,-0.0421254,13-07-2015 06:25
-4.15E-05,-0.00415,13-07-2015 06:25
0.00291921,0.291921,13-07-2015 06:55
-0.00072642,-0.072642,13-07-2015 08:10
0,0,13-07-2015 08:10
-0.000585245,-0.0585245,13-07-2015 08:10
0.001259125,0.1259125,13-07-2015 08:10
-0.000330907,-0.0330907,13-07-2015 08:10
-0.000550218,-0.0550218,13-07-2015 08:10
-0.000168474,-0.0168474,13-07-2015 08:10
-0.000877394,-0.0877394,13-07-2015 08:10
-0.002379281,-0.2379281,13-07-2015 08:20
0.001687863,0.1687863,13-07-2015 08:25
0.001325413,0.1325413,13-07-2015 09:15
-0.000232205,-0.0232205,13-07-2015 09:15
-0.000321234,-0.0321234,14-07-2015 04:05
0.000400542,0.0400542,14-07-2015 05:00
0.000206924,0.0206924,14-07-2015 05:00
-0.000585655,-0.0585655,14-07-2015 05:35
-0.000499092,-0.0499092,14-07-2015 06:30
0.000193076,0.0193076,14-07-2015 06:30
-1.58E-05,-0.00158,14-07-2015 08:00
-0.000851463,-0.0851463,14-07-2015 08:30
-0.000385954,-0.0385954,14-07-2015 08:30
-4.43E-05,-0.00443,14-07-2015 08:30
-0.000290791,-0.0290791,15-07-2015 03:50
-0.000733263,-0.0733263,15-07-2015 03:45
-0.000432883,-0.0432883,15-07-2015 04:15
-0.001428927,-0.1428927,15-07-2015 04:15
0.004321826,0.4321826,15-07-2015 04:15
-0.000475946,-0.0475946,15-07-2015 04:15
0.001086631,0.1086631,15-07-2015 04:15
0.000201982,0.0201982,15-07-2015 04:15
0.001067908,0.1067908,15-07-2015 04:50
-0.000488406,-0.0488406,15-07-2015 04:50
0.000954388,0.0954388,15-07-2015 04:50
-0.000144952,-0.0144952,15-07-2015 04:50
-4.41E-05,-0.00441,15-07-2015 05:10
0.000727768,0.0727768,15-07-2015 05:15
0.001626334,0.1626334,15-07-2015 06:30
-0.001458904,-0.1458904,15-07-2015 06:30
-6.64E-05,-0.00664,15-07-2015 08:15
-0.000408149,-0.0408149,15-07-2015 08:15
0.000195969,0.0195969,15-07-2015 08:40
-0.000455045,-0.0455045,15-07-2015 08:40
-0.000256124,-0.0256124,16-07-2015 03:45
-0.000101168,-0.0101168,16-07-2015 03:45
-0.000893892,-0.0893892,16-07-2015 04:15
-8.21E-05,-0.00821,16-07-2015 04:15
-0.000924824,-0.0924824,16-07-2015 04:15
-0.001318526,-0.1318526,16-07-2015 04:15
-0.000312034,-0.0312034,16-07-2015 07:20
-0.000557633,-0.0557633,16-07-2015 07:20
0.000258133,0.0258133,16-07-2015 07:20
0.001547608,0.1547608,16-07-2015 07:20
0.001331122,0.1331122,16-07-2015 07:20
-0.000304527,-0.0304527,16-07-2015 05:30
-8.16E-05,-0.00816,16-07-2015 07:20
0.000781228,0.0781228,16-07-2015 07:20
0.001892067,0.1892067,16-07-2015 07:20
-6.30E-05,-0.0063,16-07-2015 07:20
0.000147398,0.0147398,16-07-2015 07:30
0.007345763,0.7345763,16-07-2015 08:40
-4.16E-05,-0.00416,16-07-2015 08:40
0.002554188,0.2554188,16-07-2015 08:40
-0.00033078,-0.033078,16-07-2015 08:40
-0.000943784,-0.0943784,16-07-2015 08:40
-0.000298298,-0.0298298,16-07-2015 08:40
-0.000179395,-0.0179395,17-07-2015 03:45
0.001586381,0.1586381,17-07-2015 03:45
-0.000947569,-0.0947569,17-07-2015 03:45
0.002059527,0.2059527,17-07-2015 03:45
0.001915449,0.1915449,16-07-2015 09:45
5.89E-05,0.00589,17-07-2015 04:10
0.003535407,0.3535407,17-07-2015 04:10
-0.001616879,-0.1616879,17-07-2015 04:10
-0.000418293,-0.0418293,17-07-2015 04:10
0.000298981,0.0298981,17-07-2015 07:20
-0.000623822,-0.0623822,17-07-2015 06:35
0.002076887,0.2076887,17-07-2015 07:20
-0.000856251,-0.0856251,17-07-2015 08:10
-0.000121292,-0.0121292,17-07-2015 08:30
-0.000641207,-0.0641207,17-07-2015 08:30
-0.000653545,-0.0653545,17-07-2015 08:30
-0.000646173,-0.0646173,17-07-2015 08:45
0.002351074,0.2351074,17-07-2015 08:45
-0.000241832,-0.0241832,17-07-2015 09:35
0.00037039,0.037039,20-07-2015 08:00
0.00068011,0.068011,20-07-2015 08:30
-0.001440272,-0.1440272,20-07-2015 08:30
0.005592443,0.5592443,20-07-2015 08:30
-0.000604358,-0.0604358,20-07-2015 09:00
0.003456531,0.3456531,20-07-2015 09:00
-0.000998137,-0.0998137,20-07-2015 09:00
-0.001452123,-0.1452123,20-07-2015 09:20
-0.000699259,-0.0699259,20-07-2015 09:20
-0.00011544,-0.011544,21-07-2015 03:45
0.001524119,0.1524119,21-07-2015 04:20
0.000949762,0.0949762,21-07-2015 04:50
0.000515178,0.0515178,21-07-2015 05:50
-0.003038017,-0.3038017,21-07-2015 08:55
-0.000650902,-0.0650902,21-07-2015 08:50
0.006058966,0.6058966,22-07-2015 05:30
0.003390055,0.3390055,22-07-2015 05:30
-0.000979967,-0.0979967,22-07-2015 05:30
-0.000931923,-0.0931923,22-07-2015 05:30
-0.001166373,-0.1166373,22-07-2015 05:30
-0.000680568,-0.0680568,22-07-2015 05:30
-0.00121254,-0.121254,22-07-2015 05:30
-0.000493579,-0.0493579,22-07-2015 05:30
-0.000824832,-0.0824832,22-07-2015 05:30
0.001324873,0.1324873,22-07-2015 05:55
-0.000418886,-0.0418886,22-07-2015 05:55
0.000916304,0.0916304,22-07-2015 06:40
0.006007153,0.6007153,22-07-2015 08:10
-0.000805432,-0.0805432,22-07-2015 08:10
0.000660279,0.0660279,22-07-2015 08:10
0.004962788,0.4962788,22-07-2015 08:10
-0.001307004,-0.1307004,22-07-2015 08:10
0.0001321,0.01321,22-07-2015 08:25
0.00245252,0.245252,22-07-2015 08:25
-0.002023182,-0.2023182,23-07-2015 03:55
0.000128176,0.0128176,23-07-2015 03:55
-0.001339718,-0.1339718,23-07-2015 08:35
-0.00077894,-0.077894,23-07-2015 05:55
-0.001177405,-0.1177405,23-07-2015 07:20
-0.001054371,-0.1054371,23-07-2015 07:20
-0.000400254,-0.0400254,23-07-2015 08:00
0.002360664,0.2360664,23-07-2015 08:00
0.002808586,0.2808586,23-07-2015 08:00
0.00096324,0.096324,24-07-2015 03:50
0.00206475,0.206475,24-07-2015 03:50
0.0060565,0.60565,24-07-2015 03:50
0.000444083,0.0444083,24-07-2015 03:50
-0.002324913,-0.2324913,24-07-2015 07:55
-0.002035204,-0.2035204,31-07-2015 05:25
-8.47E-05,-0.00847,31-07-2015 05:30
-0.000450101,-0.0450101,31-07-2015 05:30
0.000503295,0.0503295,31-07-2015 05:50
-0.000645002,-0.0645002,31-07-2015 05:50
-0.00091122,-0.091122,31-07-2015 05:50
-0.000381166,-0.0381166,31-07-2015 06:10
-0.000633855,-0.0633855,31-07-2015 06:10
-0.001409077,-0.1409077,31-07-2015 06:10
-0.000680721,-0.0680721,31-07-2015 06:40
-0.00079442,-0.079442,31-07-2015 06:40
0.003881684,0.3881684,31-07-2015 06:40
0.001925777,0.1925777,31-07-2015 07:45
0.001534927,0.1534927,31-07-2015 08:05
0.001226813,0.1226813,31-07-2015 08:05
-0.000749507,-0.0749507,31-07-2015 08:05
-0.000510639,-0.0510639,31-07-2015 08:45
0.001766572,0.1766572,31-07-2015 08:45
-0.001188733,-0.1188733,31-07-2015 08:35
0.001812421,0.1812421,31-07-2015 08:45
0.001834258,0.1834258,31-07-2015 09:00
-0.000457005,-0.0457005,03-08-2015 04:00
-0.000413447,-0.0413447,03-08-2015 04:35
-0.000752067,-0.0752067,03-08-2015 06:15
-9.73E-05,-0.00973,03-08-2015 06:15
-0.000895405,-0.0895405,03-08-2015 06:10
0.002966245,0.2966245,03-08-2015 07:35
-0.001630469,-0.1630469,03-08-2015 08:45
0.000635175,0.0635175,03-08-2015 08:45
-0.001043573,-0.1043573,03-08-2015 08:45
-0.000472873,-0.0472873,04-08-2015 03:50
-0.001208127,-0.1208127,04-08-2015 05:50
-0.000667249,-0.0667249,04-08-2015 06:30
-0.000779899,-0.0779899,04-08-2015 06:30
-0.001054286,-0.1054286,04-08-2015 06:30
-0.000585091,-0.0585091,04-08-2015 08:10
-0.002747779,-0.2747779,04-08-2015 08:45
-0.001476471,-0.1476471,04-08-2015 08:45
-7.25E-05,-0.00725,04-08-2015 08:45
-0.001243055,-0.1243055,04-08-2015 08:45
0.002568341,0.2568341,04-08-2015 09:10
0.000958507,0.0958507,04-08-2015 09:10
0.000980143,0.0980143,05-08-2015 03:45
-0.001928912,-0.1928912,05-08-2015 04:15
-0.001018903,-0.1018903,05-08-2015 04:15
0.002509282,0.2509282,05-08-2015 04:15
0.004183852,0.4183852,05-08-2015 04:15
-0.000515423,-0.0515423,05-08-2015 04:15
-0.000256946,-0.0256946,05-08-2015 04:15
-0.000763968,-0.0763968,05-08-2015 04:15
0.002378583,0.2378583,05-08-2015 08:20
-0.001337795,-0.1337795,05-08-2015 08:20
-0.000765958,-0.0765958,05-08-2015 07:15
-0.000276332,-0.0276332,05-08-2015 07:15
-0.000700346,-0.0700346,05-08-2015 08:20
-0.000269094,-0.0269094,06-08-2015 04:25
0.002921149,0.2921149,06-08-2015 05:50
0.0004077,0.04077,06-08-2015 05:55
-0.001281452,-0.1281452,06-08-2015 07:25
-0.000501927,-0.0501927,06-08-2015 07:25
0.002739634,0.2739634,06-08-2015 07:45
-0.000990503,-0.0990503,06-08-2015 08:50
-0.000823525,-0.0823525,06-08-2015 08:50
-0.002893232,-0.2893232,06-08-2015 08:50
-0.001488532,-0.1488532,06-08-2015 08:15
-0.000834925,-0.0834925,06-08-2015 08:50
-0.000323248,-0.0323248,07-08-2015 03:45
0.006272823,0.6272823,07-08-2015 03:45
0.001275274,0.1275274,07-08-2015 08:15
-0.000862671,-0.0862671,07-08-2015 08:15
0.000711204,0.0711204,07-08-2015 05:50
0.008761568,0.8761568,07-08-2015 08:15
0.017477894,1.7477894,07-08-2015 06:30
0.003535376,0.3535376,07-08-2015 06:30
0.004561382,0.4561382,07-08-2015 06:50
0.002051204,0.2051204,07-08-2015 08:15
0.005726238,0.5726238,07-08-2015 08:00
0.014081079,1.4081079,07-08-2015 09:30
0.003058851,0.3058851,10-08-2015 03:45
0.007994163,0.7994163,10-08-2015 04:15
0.006355068,0.6355068,10-08-2015 04:15
0.005183911,0.5183911,10-08-2015 04:15
0.000647939,0.0647939,10-08-2015 04:45
-0.003077389,-0.3077389,10-08-2015 04:45
-0.000781515,-0.0781515,10-08-2015 04:55
0.00073378,0.073378,10-08-2015 08:00
-0.001731045,-0.1731045,10-08-2015 09:10
-0.000662709,-0.0662709,12-08-2015 03:45
-0.000486918,-0.0486918,12-08-2015 05:30
-0.000199272,-0.0199272,12-08-2015 05:30
0.001708386,0.1708386,12-08-2015 06:20
-0.000125711,-0.0125711,12-08-2015 07:25
-0.000355723,-0.0355723,12-08-2015 07:25
0.00090936,0.090936,12-08-2015 07:25
0.007061186,0.7061186,12-08-2015 07:25
0.004121412,0.4121412,12-08-2015 09:35
0.003429197,0.3429197,13-08-2015 06:40
0.001208639,0.1208639,13-08-2015 06:40
-0.002662892,-0.2662892,13-08-2015 06:40
-0.000364031,-0.0364031,13-08-2015 06:40
-0.002421703,-0.2421703,13-08-2015 08:25
-7.09E-05,-0.00709,13-08-2015 08:25
-0.002009689,-0.2009689,13-08-2015 08:25
-0.001855481,-0.1855481,13-08-2015 08:05
0.005029207,0.5029207,13-08-2015 09:30
0.002970691,0.2970691,14-08-2015 04:30
-0.001878334,-0.1878334,14-08-2015 04:30
-0.001664241,-0.1664241,14-08-2015 04:30
-0.001887324,-0.1887324,14-08-2015 04:30
-0.00230852,-0.230852,14-08-2015 04:30
9.04E-05,0.00904,14-08-2015 05:10
-0.001501804,-0.1501804,14-08-2015 05:10
-0.001529366,-0.1529366,14-08-2015 05:30
-0.000854285,-0.0854285,14-08-2015 05:30
0.002399742,0.2399742,14-08-2015 05:50
0.001519475,0.1519475,14-08-2015 05:50
-0.001256102,-0.1256102,14-08-2015 05:50
-3.92E-05,-0.00392,14-08-2015 06:55
-0.000467251,-0.0467251,14-08-2015 06:55
-0.001487756,-0.1487756,14-08-2015 06:55
2.13E-05,0.00213,14-08-2015 07:35
0.001417865,0.1417865,14-08-2015 07:35
0.006451842,0.6451842,14-08-2015 07:35
-0.00282677,-0.282677,14-08-2015 07:35
0.011062268,1.1062268,14-08-2015 07:35
-0.003938138,-0.3938138,14-08-2015 07:35
-0.000700413,-0.0700413,14-08-2015 07:45
-0.000605804,-0.0605804,14-08-2015 09:45
-0.001169812,-0.1169812,17-08-2015 03:50
-0.001259508,-0.1259508,17-08-2015 03:50
0.000369962,0.0369962,17-08-2015 06:05
-0.000118505,-0.0118505,17-08-2015 06:20
-0.000571277,-0.0571277,17-08-2015 06:45
-0.000281603,-0.0281603,17-08-2015 06:45
-0.000724881,-0.0724881,17-08-2015 07:00
0.000238908,0.0238908,17-08-2015 07:00
-0.001807323,-0.1807323,17-08-2015 07:50
-0.001268992,-0.1268992,17-08-2015 07:50
-0.000355953,-0.0355953,17-08-2015 09:25
-0.001020695,-0.1020695,18-08-2015 05:00
-0.000586474,-0.0586474,18-08-2015 05:00
-0.002168336,-0.2168336,18-08-2015 05:00
-8.75E-05,-0.00875,18-08-2015 05:00
0.000997612,0.0997612,18-08-2015 05:00
-0.000836,-0.0836,18-08-2015 05:00
-0.000351772,-0.0351772,18-08-2015 05:00
-0.001179064,-0.1179064,18-08-2015 05:00
-0.000284794,-0.0284794,18-08-2015 08:50
0.002668182,0.2668182,18-08-2015 08:50
-0.000833677,-0.0833677,18-08-2015 08:40
-0.000368213,-0.0368213,19-08-2015 03:45
0.001615314,0.1615314,19-08-2015 03:45
-0.000421413,-0.0421413,19-08-2015 04:50
0.001994528,0.1994528,19-08-2015 05:10
-0.000753141,-0.0753141,19-08-2015 05:25
0.003352671,0.3352671,19-08-2015 05:40
-0.001766189,-0.1766189,19-08-2015 05:40
-0.000153633,-0.0153633,20-08-2015 03:45
-0.002481257,-0.2481257,20-08-2015 03:45
-0.000242855,-0.0242855,20-08-2015 03:45
0.003851091,0.3851091,19-08-2015 09:00
0.003611717,0.3611717,19-08-2015 09:00
-0.000197072,-0.0197072,19-08-2015 09:00
0.002824727,0.2824727,20-08-2015 03:45
-9.72E-05,-0.00972,19-08-2015 09:00
-0.001311794,-0.1311794,20-08-2015 04:30
-0.000701901,-0.0701901,20-08-2015 05:35
-0.000509554,-0.0509554,20-08-2015 06:30
0.000251077,0.0251077,20-08-2015 07:30
-7.36E-05,-0.00736,21-08-2015 06:00
-0.000732082,-0.0732082,21-08-2015 06:00
-0.000656393,-0.0656393,21-08-2015 06:40
-8.65E-05,-0.00865,21-08-2015 09:10
-0.000328383,-0.0328383,21-08-2015 09:10
-0.000665478,-0.0665478,21-08-2015 09:20
0.003229775,0.3229775,21-08-2015 09:20
-0.000668825,-0.0668825,24-08-2015 05:55
-0.000213557,-0.0213557,24-08-2015 06:40
-0.001401963,-0.1401963,24-08-2015 07:25
-0.001262238,-0.1262238,24-08-2015 08:15
0.004829635,0.4829635,25-08-2015 05:20
0.001930476,0.1930476,25-08-2015 05:20
0.002507962,0.2507962,25-08-2015 05:20
-0.001367516,-0.1367516,25-08-2015 06:45
6.98E-05,0.00698,25-08-2015 06:45
-0.000595965,-0.0595965,25-08-2015 07:00
0.004241655,0.4241655,25-08-2015 07:25
0.001814954,0.1814954,25-08-2015 07:25
0.003332858,0.3332858,25-08-2015 07:50
0.00180476,0.180476,25-08-2015 07:50
0.001039896,0.1039896,25-08-2015 08:35
0.001092013,0.1092013,25-08-2015 08:35
0.002199038,0.2199038,26-08-2015 05:05
0.001165673,0.1165673,26-08-2015 05:05
0.002068138,0.2068138,26-08-2015 04:55
0.001193044,0.1193044,26-08-2015 05:05
-0.000293252,-0.0293252,26-08-2015 06:35
-0.000286455,-0.0286455,26-08-2015 06:10
-0.000753691,-0.0753691,26-08-2015 08:10
-0.000752243,-0.0752243,26-08-2015 08:10
0.000223352,0.0223352,26-08-2015 09:05
-0.00062665,-0.062665,27-08-2015 04:20
0.002058401,0.2058401,27-08-2015 04:20
8.26E-05,0.00826,27-08-2015 04:20
0.001417287,0.1417287,27-08-2015 04:20
-0.000479388,-0.0479388,27-08-2015 04:20
-0.00106167,-0.106167,27-08-2015 04:35
0.001846093,0.1846093,27-08-2015 04:35
0.000377518,0.0377518,27-08-2015 04:35
0.002907525,0.2907525,27-08-2015 04:50
-0.000215284,-0.0215284,27-08-2015 04:50
-0.00085771,-0.085771,27-08-2015 07:00
-0.000383182,-0.0383182,27-08-2015 06:00
-0.001006255,-0.1006255,27-08-2015 06:00
-0.000782701,-0.0782701,27-08-2015 07:00
-6.87E-05,-0.00687,27-08-2015 07:00
-0.000660273,-0.0660273,27-08-2015 07:40
0.001812286,0.1812286,27-08-2015 07:50
-8.82E-05,-0.00882,27-08-2015 08:55
0.001254525,0.1254525,27-08-2015 09:25
8.48E-05,0.00848,27-08-2015 09:25
-0.001067444,-0.1067444,28-08-2015 04:10
0.001382148,0.1382148,28-08-2015 04:10
-0.001119668,-0.1119668,28-08-2015 04:10
0.000867957,0.0867957,28-08-2015 04:10
-0.000152557,-0.0152557,28-08-2015 04:10
0.003088194,0.3088194,28-08-2015 07:40
0.002016136,0.2016136,28-08-2015 07:40
0.00024768,0.024768,28-08-2015 07:40
-0.000175618,-0.0175618,28-08-2015 07:40
0.003099284,0.3099284,28-08-2015 07:40
-0.000824525,-0.0824525,28-08-2015 07:40
-0.000146375,-0.0146375,28-08-2015 07:40
-0.000927001,-0.0927001,28-08-2015 07:40
-0.000993474,-0.0993474,28-08-2015 07:40
0.000174814,0.0174814,28-08-2015 06:20
0.002019072,0.2019072,28-08-2015 06:25
-0.003432543,-0.3432543,28-08-2015 07:30
-9.82E-05,-0.00982,28-08-2015 07:30
0.002768796,0.2768796,31-08-2015 03:50
-0.000611138,-0.0611138,31-08-2015 05:50
-0.001353545,-0.1353545,31-08-2015 05:50
-0.000147803,-0.0147803,31-08-2015 05:30
-9.84E-06,-0.000984,31-08-2015 05:30
0.000373824,0.0373824,31-08-2015 05:45
-0.000311374,-0.0311374,31-08-2015 05:45
-9.82E-05,-0.00982,31-08-2015 08:05
-0.001061852,-0.1061852,31-08-2015 08:05
-0.000355817,-0.0355817,31-08-2015 07:15
-0.001108228,-0.1108228,31-08-2015 09:25
-0.000465818,-0.0465818,01-09-2015 09:45
-0.000237535,-0.0237535,02-09-2015 03:45
-0.000556212,-0.0556212,02-09-2015 04:50
3.25E-06,0.000325,02-09-2015 04:50
-0.001090852,-0.1090852,02-09-2015 04:15
-0.000483372,-0.0483372,02-09-2015 05:35
-0.000712754,-0.0712754,02-09-2015 05:35
-0.000252257,-0.0252257,02-09-2015 07:50
-0.000691854,-0.0691854,03-09-2015 04:00
-0.000575143,-0.0575143,03-09-2015 04:00
-0.000313167,-0.0313167,03-09-2015 04:20
0.000312648,0.0312648,03-09-2015 04:40
-0.000247847,-0.0247847,03-09-2015 04:40
0.000771858,0.0771858,03-09-2015 07:50
0.001737519,0.1737519,03-09-2015 07:50
0.00188187,0.188187,03-09-2015 07:45
-0.001280509,-0.1280509,03-09-2015 07:45
-0.000673561,-0.0673561,03-09-2015 07:40
0.007206771,0.7206771,03-09-2015 07:40
-0.000827376,-0.0827376,03-09-2015 07:40
-0.005580621,-0.5580621,03-09-2015 08:40
0.004745899,0.4745899,03-09-2015 08:40
0.002858087,0.2858087,03-09-2015 08:40
-0.000883128,-0.0883128,03-09-2015 08:40
-0.000934901,-0.0934901,03-09-2015 08:40
-0.000706723,-0.0706723,03-09-2015 08:40
-0.000816369,-0.0816369,03-09-2015 08:55
-0.001324153,-0.1324153,04-09-2015 06:05
-0.000694249,-0.0694249,04-09-2015 07:10
0.001529052,0.1529052,07-09-2015 03:45
0.001454748,0.1454748,07-09-2015 03:45
0.000229744,0.0229744,04-09-2015 09:25
-0.00038789,-0.038789,07-09-2015 03:45
-0.000792134,-0.0792134,07-09-2015 04:10
-0.000387822,-0.0387822,07-09-2015 08:45
0.001305058,0.1305058,07-09-2015 08:45
0.004831232,0.4831232,07-09-2015 08:45
1.31E-05,0.00131,07-09-2015 08:40
0.006526269,0.6526269,07-09-2015 08:45
0.007495002,0.7495002,07-09-2015 08:55
-0.001157988,-0.1157988,08-09-2015 06:20
0.001199143,0.1199143,08-09-2015 05:30
0.002292156,0.2292156,08-09-2015 05:30
0.003886609,0.3886609,08-09-2015 05:30
0.001033638,0.1033638,08-09-2015 06:10
0.00427648,0.427648,08-09-2015 06:40
0.000102509,0.0102509,08-09-2015 06:40
-0.000442262,-0.0442262,08-09-2015 06:40
0.002350648,0.2350648,08-09-2015 07:15
0.002739094,0.2739094,08-09-2015 07:30
-0.000148368,-0.0148368,08-09-2015 08:00
-0.000900728,-0.0900728,08-09-2015 08:00
-0.001359896,-0.1359896,08-09-2015 08:30
-0.000608639,-0.0608639,08-09-2015 08:40
3.64E-05,0.00364,08-09-2015 08:55
0.002072501,0.2072501,08-09-2015 08:55
-0.000440064,-0.0440064,09-09-2015 03:45
-0.000102488,-0.0102488,08-09-2015 09:35
0.001269673,0.1269673,09-09-2015 03:45
-0.001142305,-0.1142305,09-09-2015 05:05
-0.002363816,-0.2363816,09-09-2015 05:05
0.002251366,0.2251366,09-09-2015 05:05
-0.000354254,-0.0354254,09-09-2015 05:05
-0.000499906,-0.0499906,09-09-2015 05:05
-0.00127768,-0.127768,09-09-2015 05:05
0.002374306,0.2374306,09-09-2015 05:45
0.000759904,0.0759904,09-09-2015 06:00
-0.000440781,-0.0440781,09-09-2015 06:00
-0.001342105,-0.1342105,09-09-2015 06:35
-0.000922861,-0.0922861,09-09-2015 07:30
-0.000691961,-0.0691961,09-09-2015 07:30
-0.00030219,-0.030219,09-09-2015 08:30
0.000188281,0.0188281,10-09-2015 03:45
-0.000756196,-0.0756196,10-09-2015 03:45
-0.000597306,-0.0597306,10-09-2015 03:45
-0.000340636,-0.0340636,10-09-2015 03:45
-0.001378738,-0.1378738,10-09-2015 05:25
-0.000314485,-0.0314485,10-09-2015 05:25
